0	0.148745	0.296033	-0.392477	-1.900146	-1.862428	-3.029307	-0.732925	1.679588	-1.118253	2.055102	-1.382943	-3.177703	1.600878	1.289353	2.985218	0.714341	-1.213653	1.918983	-0.294991	-2.567700	-1.735296	0.270663	-0.203891	1.646694	1.436389	-1.441770	0.809098	-1.838790	-2.808164	-3.039412	-1.964112	1.519157
1	-0.961218	0.938587	-0.790517	-0.695520	-0.133819	-1.322161	-1.254522	1.092152	1.233204	2.591612	-0.794519	-2.637353	1.896145	-0.330511	0.505068	-0.142035	-2.139966	-0.250423	-0.259859	-2.482486	-1.444556	-0.174742	-0.987451	2.139860	1.539597	-0.172348	-1.456724	-1.375305	-0.181504	-2.096693	-1.722047	-1.112967
2	1.463168	0.523680	-1.634848	0.425272	0.014297	0.110038	-0.001451	-0.393198	-0.718144	-0.959138	0.546651	0.452364	-0.865259	-1.038306	-0.675274	-0.594133	-1.512067	-0.660136	2.017344	-0.346327	-0.847539	0.893499	-0.427482	-0.951218	-1.006932	-0.397687	-0.153322	1.229075	-0.981731	0.017767	-0.854515	-0.217133
3	-0.664730	1.454366	-1.482226	-0.610503	-0.579819	-0.737275	1.249876	2.060709	2.026722	-0.366800	-1.390046	-1.864310	-0.098275	-0.327216	0.529461	0.988876	-0.225784	-0.282676	-0.123398	-1.630060	-1.786431	0.774827	-1.033246	-0.053428	1.421796	-0.951796	-2.073992	-0.646230	-1.730982	-2.208542	-1.627855	-1.437502
4	0.292864	-0.788215	-2.885148	-1.154232	0.105463	0.611673	-1.802312	-0.024194	-0.318049	-1.490225	-0.932044	-0.066259	-0.878769	0.032268	-1.486866	-0.488932	-1.627760	-0.264652	0.509133	-0.183225	0.471403	-0.399833	0.587170	-1.391381	-0.590628	-2.314383	-0.619664	0.953911	-1.359769	0.725016	-0.497236	0.376638
5	-0.240731	-1.224189	-0.670854	-1.110616	0.273976	2.399375	0.695267	-0.452434	-1.211545	-1.464816	0.912179	0.261467	-1.008341	-1.176015	-1.631737	-1.965392	-1.046229	-0.063951	1.635686	-0.997143	0.426300	0.442732	-0.075538	-0.710000	-0.702420	-1.594549	-1.217945	1.120109	-0.261790	-0.469864	0.895324	-2.234212
6	-1.805564	0.614785	-1.616427	-1.521706	-1.557089	-0.717209	-0.617636	0.940041	0.156874	0.761170	-1.693699	-0.935055	-0.487043	0.238374	1.459712	-0.512687	2.496976	-0.378199	-1.245438	-2.698515	-1.721454	-0.164194	1.305766	0.592774	0.857618	0.334271	-1.170771	-0.645505	-1.088517	-1.359300	-1.285335	-0.160235
7	-1.325169	0.642513	-0.217690	-2.224806	-0.432767	-1.394708	2.251411	1.232401	1.563882	2.307437	-1.307287	-1.977665	0.405573	0.153538	0.394582	0.933397	-1.848424	1.666127	-1.262067	-1.637128	-1.625426	-0.243630	-0.586989	-0.723232	1.302237	-1.664997	-1.254450	-1.518946	-1.701088	-1.899297	-1.301049	-1.694254
8	0.008312	-0.172935	-1.280086	-0.375971	0.001728	-0.668578	0.901453	1.725678	1.887691	-0.619268	-0.757176	-2.005199	-1.073717	0.806425	1.320365	0.924324	0.820390	-0.638244	-1.164071	-1.186044	-1.238919	0.644667	-0.794666	0.954097	1.200215	-1.805274	-1.454571	1.318081	0.320660	-1.567374	-1.221408	-1.073893
9	-1.785969	-1.635326	-3.354208	-1.933860	-0.688258	-1.636247	-2.227214	-1.066460	-1.553630	0.765068	-3.714886	-0.888298	-0.834740	1.370859	-0.054582	0.627585	2.352729	0.752647	-1.766406	-3.346260	-1.281834	0.160277	2.141437	0.966295	1.203479	-0.067539	1.790565	0.594314	-0.893172	0.637693	-1.237450	0.396509
10	1.394288	-0.139811	-1.702775	-0.122563	0.291640	0.683343	1.372757	-0.138238	-0.565802	-0.985138	0.800724	0.882253	-0.584987	-1.421881	0.128010	-1.904655	-0.614773	-1.209098	2.792727	-0.574952	-1.764780	0.734263	0.554418	-1.161030	-0.713167	-0.843391	-2.142796	0.646335	-2.073877	-0.087128	-1.147652	-3.008485
11	1.322798	-0.430585	-0.961773	-1.337967	0.549479	-0.205528	-0.988180	-1.044471	-1.311507	-0.261069	0.842520	-0.407028	-1.600506	0.104279	-0.359362	-0.900604	-0.983756	-0.427679	2.961886	0.468720	-0.867957	-0.280756	-0.055929	-1.248475	-1.527678	-0.944097	-0.546448	1.452507	-1.467769	0.394595	-0.446190	-0.944218
12	-0.104467	-1.844419	-2.491363	-0.057030	2.037149	2.260380	-0.228659	-1.256282	-0.503625	-2.013666	-0.667124	-0.990927	-1.383658	-0.785257	-1.190637	-0.502963	-2.159733	0.685759	1.551349	1.006751	-0.649198	0.598226	1.997865	-1.556462	-1.876028	-2.345890	-0.816359	-0.389108	-1.684887	1.329324	-0.174240	-0.850615
13	0.850290	0.024230	-1.009986	-0.694462	0.873647	-0.504378	-1.694504	-1.479999	-1.165202	-0.849848	0.103540	0.995050	-0.743497	0.726061	-0.777291	-0.758157	-1.181400	0.629155	0.222947	-0.014970	0.048059	0.146376	-0.094286	-1.315361	-0.137434	-0.957239	1.441143	1.127986	0.105221	1.081648	-0.382518	-1.308872
14	-1.044829	-0.496078	0.873965	-1.148054	-0.492988	-0.565323	-0.962097	-1.090070	1.013473	2.483441	-1.831936	-1.702124	-1.667369	-0.121797	2.043363	1.888681	0.731107	1.409141	-0.919364	-0.354961	-2.910071	1.214217	-0.629557	1.805838	1.174981	-0.823206	1.171486	-1.555801	-2.028695	-1.278781	-1.233635	-0.184154
15	0.313008	0.013732	-1.267667	-1.784842	0.462305	0.316048	0.896939	1.016324	-0.982131	-0.893531	0.816635	1.272597	-0.589286	-0.738678	-0.400991	-1.470243	-0.549276	-2.365477	1.961396	-0.267687	-0.217170	0.372817	0.890386	0.073365	-1.217659	-1.063037	-1.691951	-0.024688	-1.966403	-0.492565	-0.651683	-2.883186
16	0.429880	-0.116189	0.904003	-0.396360	0.821018	0.198144	-2.212441	-2.367437	-0.815265	-0.669225	1.357224	-0.398504	-0.048680	-0.932595	-0.938220	-1.036816	-0.397996	0.709108	0.518469	-0.312067	0.625647	0.444800	-0.258048	-1.300731	-0.801278	-0.713811	1.191496	1.089390	-0.822669	1.226407	-0.806446	-1.309022
17	1.329193	-1.454525	-2.141149	-2.001629	0.129307	-0.535965	0.266691	-0.563323	-2.298530	-0.918091	0.711690	0.481615	-1.465740	-0.371071	-0.019873	-1.382484	-0.687814	-0.860788	3.615553	-0.177781	-1.031276	-0.080181	0.113907	-0.196698	-1.123653	-1.093080	0.123343	-0.684616	-2.712640	0.369755	0.587212	-1.373147
