	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	Igkc	mt-Co2	Plac8	Tff3	Mptx1	mt-Co1	S100a6	Fcgbp	Dmbt1	Actb	Muc3	Saa1	Krt8	mt-Cytb	mt-Atp6	Spink1	Reg4	Igha	mt-Nd1	Txn1	Muc13	Tspan1	mt-Nd4	Krt20	Tpt1	Prdx6	mt-Nd2	mt-Co3	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Ptma	Lgals3	Actg1	Slc25a5	Car4	Ppia	Rps23	Rpl23	Tmsb4x	Eef1a1	H2-Aa	Reg3b	mt-Nd3	Rack1	Rpl27a	Scd2	Ccl6	Rps24	Rps21	Reg3g	Guca2a	Cox8a	Cox7c	Ly6e	Atp1b1	Plet1	1810065E05Rik	Calr	Rplp0	Slc26a3	Dstn	Calm1	Rps14	Rpl41	Rpl10a	Tgm3	Oit1	Aqp8	Hspa5	Itm2b	Lgals4	Aqp4	Hsd11b2	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Mgat4c	Rps20	Rps7	Slpi	Gm10053	Gm29123	Rpl39	Ifit1bl1	Rps27a	Cox5a	Eif2s2	Rps16	Rps3	Tspan8	Rpl18a	Arf1	Car1	Gpa33	Rps9	Tm9sf2	Myl6	Chchd2	Cox4i1	Rpl17	mt-Nd5	Tgoln1	Gapdh	Tmbim6	Rpl31	Rpl7	Gfpt1	Atp5g3	Rpl35a	Rps29	Slc25a3	Slc26a2	Rpl13a	Gzma	Cox6b1	Rps13	Wdr24	Hsp90ab1	Atp5a1	Rpl28	Actn4	H2-Eb1	Gm20594	Rps11	Atp1a1	Srsf1	Retnlb	Uqcrb	Rpl37a	Prdx1	Tmem59	Ezr	Mxd1	Sectm1b	Cd9	Serinc3	Rpl37	Rpl5	Ces2c	Gm8797	Clca3b	Cdh1	Manf	Klf4	Gnas	Rpl12	Smim14	Rps26	Rps25	Maoa	Eef1b2	Rfk	Rpl4	Fos	Cdh17	Hmgb2	Ubc	Clec2h	Fth1	Jun	Rps19	Spint2	Sycn	Serf2	Tmem86a	Gng5	H3f3a	Cldn7	Rpl7a	Dynll1	Pls1	Hk2	Nfatc2	Rps28	Cdkn1a	Hint1	Rps17	Ccnd2	Rpl6	P4hb	Krt19	Sec61b	Cox6c	Cd63	Tubb5	Ldha	Tm9sf3	Adh1	Rpl10	Hspa8	H3f3b	Upp1	Tagln2	Pigr	Gm11808	Tmed2	2200002D01Rik	Gm17541	Rps18	Cs	Rep15	Pabpc1	Id1	Rps8	Pdia6	Hmgb1	Ccl5	Fabp6	Mgst3	Atp5g1	Ybx1	Vdac2	Xist	Klk1	Rplp1	Prr13	Slc10a7	Myl12b	Rpn1	Rps4x	Slc44a4	S100a10	Txndc5	Rps6	Atp5l	Snrpf	Clca4b	Cystm1	Tpd52	Pfn1	Rpl14	Hdgf	Calm2	Cd74	Tm4sf20	Rps15a	Ceacam10	Cdhr5	H2-Ab1	Hsp90b1	Gm9844	Rpl13	Cmpk1	Aldh2	Ctnnd1	Prss32	Clic1	Rpl19	Aco2	Tmed10	Set	Serp1	Ggh	Slc12a2	Bcas1	Cd177	Ckmt1	Iqgap2	Actr3	Ahnak	Fut2	Rnf31	Ywhaz	Tmprss2	Duox2	Ms4a8a	Spcs2	Gsdmc4	Rrbp1	Chp1	Rpl22	Pcbp2	Rpsa	Btf3	Cd164	Anxa2	Cox7a2	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Wbp5	Ctsb	Hmgcs1	Cd24a	Sec61g	Ptp4a1	Dbi	Eef1g	Cox7b	Fxyd3	Gprc5a	Slc13a2	Uqcr10	Uqcrq	Slc6a8	Atp5b	Ywhab	Myh14	Mboat1	Emp1	Serpinb1a	Galnt7	Lars2	S100a11	Rac1	Gmds	Nov	Tuba1b	Dsg2	Serpinb6a	Arf4	Ucp2	Rbm47	Rps5	St6galnac6	Gpx2	Gcnt3	S100a16	Cd38	Gnb1	Ndufa4	Atp5j	2210407C18Rik	Atp5g2	Rpl36a	Ndufb8	Ctnnb1	Arpc2	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Apol10a	Sec61a1	Glul	Rpl26	Pkn2	Smpdl3a	Atp5f1	Qsox1	Mcl1	Golm1	Rnf128	Pmp22	Creb3l1	Gsn	Sqrdl	Tkt	Ostc	Sypl	Rps10	Hepacam2	Parm1	Lama4	Hnrnpab	Id3	Eif4g2	Rpl8	Hnrnpf	Capzb	Ces2e	Pcbp1	Eif1	Krt18	Klf6	Zfp644	Rpl38	Rab1a	Atp5j2	Slc5a8	Ybx3	B3gnt7	2010107E04Rik	Mrfap1	Npm1	Hoxb13	St3gal4	Tram1	Shisa5	Prdx5	Suclg1	Lasp1	Gda	Arl1	Cldn3	Ethe1	Slc6a14	Uba1	Oaz1	Ywhaq	Npc2	Ndufa2	Aes	Tax1bp1	Dlk1	Eef2	Pdia3	Lurap1l	Nans	Ndufa6	Atp6ap2	Ddost	Serbp1	Cib1	Cdc42	Arf6	Cpd	S100a14	Hnrnpa2b1	Eif5a	Zfp36	Rab2a	Hsp90aa1	Stard10	Elf3	Gna11	Hnrnpa3	Atp12a	Clcn2	Deptor	Usmg5	Ido1	Ctss	Gm4262	Arpc3	Slc35c1	Uqcrc2	Gabarap	Msmo1	Slc4a7	Rpl34	Cyp4f14	Rpl32	Psap	Chmp4b	Gsto1	Slc39a4	Ahcyl2	Rhoc	Txnip	Naca	Rplp2	Eif3c	Suclg2	Hnf4a	Aph1a	Ddx5	Tmem45b	Sult1b1	Clic5	Tomm7	Cycs	Ptms	Mgat4b	Cttn	Atp5k	Atp5o	Higd2a	Arpc1b	Arpc5	Misp	Nudt4	Rpl21	Fuca1	Scin	Rpl3	Lima1	Lamp1	Pla2g10	Capns1	Pkm	Efhd2	Ildr1	Psma3	Gm1123	Il13ra1	Rps12-ps3	C1galt1	Higd1a	Galnt12	Hist1h2bc	Csnk1a1	Ubl5
698	1	4	0	192	121	0	55	74	1	2	47	58	1	38	34	67	26	40	32	26	0	1	0	26	21	41	33	20	32	28	44	28	18	0	35	41	33	0	1	0	0	12	17	29	36	1	6	1	5	2	23	0	13	4	0	5	1	8	3	0	4	21	15	3	8	5	11	8	7	9	19	6	1	5	5	23	5	38	3	20	14	1	1	10	1	1	20	0	4	4	5	0	10	6	2	6	2	7	13	0	2	5	8	10	0	11	4	2	9	5	16	1	8	4	18	9	3	3	3	1	2	5	8	8	3	0	12	2	0	1	8	3	11	15	2	5	7	6	0	3	4	0	6	5	5	14	11	4	5	0	5	8	11	7	1	14	9	2	1	0	2	1	1	9	0	0	11	0	10	14	4	1	1	4	5	4	2	2	4	7	3	3	2	3	0	3	2	6	2	0	2	0	5	0	8	3	0	1	5	1	2	1	5	17	0	1	7	3	14	5	0	5	0	1	4	0	0	0	0	16	4	0	0	2	0	0	2	12	2	4	1	1	4	4	0	1	4	2	3	3	4	4	0	1	7	5	9	3	2	14	6	3	0	0	2	7	9	3	8	1	5	3	1	1	4	0	0	2	12	1	3	1	0	0	1	3	3	6	1	3	0	5	3	3	0	3	2	7	4	4	0	2	2	3	2	2	0	2	7	0	0	1	1	0	2	0	9	5	4	4	4	4	2	5	12	1	2	0	6	1	5	4	0	0	3	3	1	3	0	0	1	0	0	6	4	2	0	2	2	0	0	3	2	9	0	3	1	4	1	2	2	0	2	0	4	3	0	3	2	2	2	0	5	6	3	1	0	0	0	3	0	1	3	2	0	0	4	0	0	3	0	1	0	2	5	3	3	0	2	3	2	1	5	2	2	4	8	2	0	2	2	1	1	4	1	1	1	3	2	3	2	0	3	3	0	0	1	0	3	1	1	0	3	2	3	1	2	0	2	0	0	1	4	0	7	1	0	3	0	2	0	3	0	1	2	2	1	1	1	4	1	8	4	1	4	10	1	1	2	1	2	3	2	0	4	0	4	1	1	0	0	2	1	2	1	3	3	4	4	2	0	1	0	1	3	3	1	5	1	4	0	0	1	0	3	2	0	6	3	1
699	464	122	142	19	54	0	48	6	59	2	40	37	55	0	20	0	10	36	40	22	17	1	0	21	13	17	15	16	8	6	1	1	13	3	6	1	21	0	11	8	2	15	13	8	0	2	1	6	7	6	1	0	12	1	8	6	5	5	2	1	0	2	1	15	9	0	1	17	1	0	8	5	4	2	2	1	5	0	5	6	5	0	5	0	3	2	4	2	3	2	2	10	0	0	4	0	1	2	1	3	1	5	4	6	0	8	2	8	2	0	2	1	5	8	1	7	1	1	0	5	2	9	0	1	4	0	0	1	1	1	1	4	6	3	1	2	6	8	1	2	1	0	2	4	1	1	10	4	0	0	0	2	0	7	4	3	4	0	2	2	5	0	1	2	0	1	9	0	1	4	4	0	4	1	1	3	3	2	1	1	1	5	3	7	1	2	6	2	0	0	1	4	2	3	2	3	0	2	4	0	1	2	1	0	4	2	2	6	0	2	2	3	1	0	3	0	1	1	0	0	4	1	1	5	0	1	2	3	0	1	3	1	1	4	1	0	1	0	0	2	3	0	0	2	2	1	0	1	1	5	1	0	9	1	2	5	6	3	3	2	0	4	0	6	0	1	2	0	1	2	1	2	1	0	4	3	2	0	0	0	1	1	1	0	0	0	2	1	1	0	1	0	1	1	1	0	0	1	2	1	1	0	1	1	0	0	1	0	0	3	1	2	7	2	1	0	0	2	0	0	2	0	0	0	0	4	2	1	3	0	3	0	2	3	2	1	1	0	1	1	1	1	1	4	2	3	1	0	0	0	0	3	1	1	3	1	6	2	2	2	0	0	11	0	1	3	2	0	1	6	0	0	0	0	1	1	2	0	0	3	1	2	4	0	6	1	0	1	1	0	0	0	2	1	2	2	1	2	0	0	0	3	1	0	3	3	0	2	2	3	2	0	0	0	2	1	2	0	5	1	5	0	0	2	3	1	4	0	3	0	3	1	1	1	1	1	0	1	5	0	0	2	1	0	0	3	5	1	0	0	1	4	1	1	0	1	1	1	1	0	0	4	1	0	0	0	1	0	1	0	2	3	1	0	2	3	2	1	1	2	4	4	0	0	0	1	4	3	3	0	0	5	5	1	0	0	1	0	1	0
700	3	150	6	17	0	0	21	3	1	132	17	26	6	0	12	0	0	10	21	20	1	47	0	10	22	16	14	17	1	43	1	10	4	62	12	1	6	0	18	17	4	3	4	16	0	12	20	15	9	18	2	0	6	27	18	11	27	6	31	0	4	13	11	16	8	1	0	15	24	0	11	7	13	20	8	0	14	0	5	7	3	0	6	6	23	10	4	20	0	17	8	0	3	0	15	0	13	6	2	14	21	13	17	8	0	6	11	11	7	5	4	12	2	11	2	5	6	9	8	4	10	6	0	0	10	0	7	12	11	5	4	10	0	4	3	10	1	1	1	5	8	8	7	1	0	0	6	7	11	6	0	3	0	5	3	3	6	11	4	8	7	0	8	2	6	0	2	0	1	8	5	0	8	5	14	7	1	7	5	8	12	4	2	1	12	15	0	3	7	0	10	5	1	5	6	8	1	4	9	5	6	7	9	0	4	10	6	2	0	7	3	2	7	2	1	6	5	2	0	0	2	2	4	1	14	15	9	2	1	0	4	7	5	3	6	8	5	0	0	0	2	5	4	5	3	3	0	5	9	3	2	2	8	7	4	4	4	2	0	5	2	2	2	2	0	5	2	3	1	4	2	2	4	6	0	1	0	2	1	1	9	0	2	3	7	4	10	4	4	2	6	0	7	2	1	0	6	3	4	1	6	0	0	2	3	7	1	0	1	2	0	7	3	0	2	0	2	6	3	4	2	6	7	0	3	2	1	1	6	5	5	1	1	2	0	0	4	5	0	3	6	1	6	2	2	0	0	4	3	0	1	4	5	0	0	2	7	9	5	4	0	2	0	3	5	1	6	1	8	3	0	2	0	5	2	1	0	0	2	1	0	0	0	5	2	1	0	5	4	3	2	3	3	0	2	0	0	4	3	0	0	2	0	0	3	2	1	0	3	4	5	2	9	1	4	2	0	5	5	2	3	2	0	4	0	2	1	0	2	1	3	2	0	1	0	0	7	0	0	3	4	3	3	0	1	1	3	1	0	1	3	3	1	0	0	0	0	3	1	3	1	2	0	3	2	0	0	1	0	3	6	3	1	2	2	1	2	0	0	6	1	2	3	1	2	2	4	0	0	0	2	5	3	7	2	1	1	0	1	1
701	6	5	1	198	12	0	101	12	0	0	45	33	0	51	3	24	52	33	82	43	0	0	0	53	12	57	30	30	15	7	2	53	35	0	8	37	48	0	1	0	1	4	11	6	0	1	3	2	2	1	14	0	14	1	1	16	0	1	4	0	0	7	5	7	19	16	5	14	2	7	1	3	2	3	1	5	7	0	5	14	1	8	2	2	3	3	11	2	9	1	1	1	0	19	3	11	0	4	7	0	0	8	3	5	0	12	4	7	5	2	3	2	18	10	4	17	3	2	9	6	5	5	7	5	3	0	2	1	2	3	7	0	10	6	7	2	15	5	0	2	1	1	8	4	4	4	6	1	1	3	1	3	37	9	3	6	5	5	2	1	1	2	2	0	4	0	15	0	1	3	1	0	2	6	0	0	0	0	1	8	1	0	3	5	0	2	3	1	5	1	0	7	8	1	6	6	0	4	2	0	1	1	0	3	0	16	1	0	5	1	1	4	0	0	1	1	1	0	0	0	3	3	1	3	2	0	2	3	1	2	2	3	9	2	0	0	2	0	7	0	0	0	0	0	2	8	1	1	0	8	8	12	0	0	1	8	4	13	4	0	4	3	1	0	4	0	0	1	4	7	0	1	3	0	1	10	0	7	0	5	2	0	0	3	0	0	4	2	1	4	1	0	1	1	3	4	0	5	0	0	2	1	0	0	2	0	2	7	3	0	6	0	1	5	11	0	3	0	1	0	0	0	0	0	7	3	1	1	3	2	3	0	0	1	2	1	1	2	0	1	1	0	2	4	0	2	4	0	4	5	0	1	0	0	4	0	0	0	1	13	4	0	1	3	5	0	1	0	0	9	0	0	0	3	0	0	3	5	0	2	0	0	1	0	0	2	3	0	3	2	1	1	2	5	2	4	1	1	1	2	2	1	0	5	3	1	0	1	0	1	0	0	0	2	1	0	0	2	7	1	0	0	2	5	0	0	0	0	2	0	3	1	1	1	2	3	0	0	0	7	1	0	4	0	1	4	1	0	2	0	1	2	0	3	1	0	1	0	0	2	0	1	2	0	4	0	2	0	0	0	2	2	0	1	0	1	1	2	0	2	5	0	0	6	2	2	1	1	2	4	0	0	2	0	6	1	1	0	3	0
702	5	5	0	11	0	0	132	2	2	1	67	10	2	24	7	39	0	11	97	81	0	0	0	89	7	8	14	73	0	8	1	42	73	2	11	5	3	0	2	2	3	0	5	7	0	7	8	9	5	8	11	0	40	13	12	36	0	8	28	0	0	6	13	6	4	0	0	19	13	0	1	2	4	6	18	0	7	0	14	3	2	4	0	2	12	10	18	7	2	5	10	0	0	1	4	0	7	4	1	10	6	6	11	4	0	10	7	3	1	6	15	5	12	2	2	9	9	4	2	6	6	7	8	1	4	0	6	9	13	9	9	4	1	21	3	14	4	1	0	2	3	4	10	0	0	1	3	4	6	2	0	4	11	9	5	1	4	2	0	3	6	6	9	1	3	0	5	0	1	1	0	0	7	3	0	3	0	0	3	2	4	0	2	1	4	5	0	5	2	4	6	7	4	1	6	0	3	4	8	11	8	5	4	1	3	10	5	4	1	6	7	1	0	2	0	9	8	0	0	0	1	4	3	3	6	0	3	0	6	3	7	3	1	1	0	8	0	1	1	1	0	0	7	1	1	7	1	0	3	1	12	8	0	12	3	3	2	2	2	3	4	3	4	1	0	0	0	8	3	0	1	1	0	2	0	1	2	0	4	1	2	3	4	0	1	0	2	1	5	6	6	1	1	4	2	2	0	3	1	1	0	1	8	5	1	0	0	0	3	2	0	2	1	4	1	0	0	1	0	0	1	7	0	3	2	1	1	1	1	2	1	2	0	5	1	0	1	2	0	4	1	1	0	3	1	0	0	0	1	1	8	2	0	0	0	4	0	0	1	6	0	2	0	1	3	1	3	2	0	1	0	1	1	1	3	1	2	0	0	0	3	0	0	1	0	0	1	7	0	3	1	0	4	0	1	0	0	2	2	1	0	0	1	2	3	2	5	1	5	1	3	0	2	4	1	1	1	4	2	2	4	0	1	9	0	1	1	0	0	7	3	2	0	1	1	1	0	2	0	0	4	3	3	2	1	2	0	1	0	0	2	1	1	5	0	0	0	2	2	5	0	1	2	1	2	0	0	2	0	1	0	0	3	2	1	1	1	1	0	4	0	0	1	1	0	0	0	0	3	0	1	0	0	1	0	1	0	0	2	0
703	951	104	227	29	55	0	15	11	126	15	17	96	87	0	27	0	19	34	13	11	119	1	0	4	47	27	31	8	8	15	1	1	10	25	16	1	12	0	13	53	2	13	16	8	1	5	3	5	13	5	11	0	0	3	4	2	4	4	2	0	0	8	11	13	3	0	0	8	4	0	25	13	5	5	0	2	5	0	11	10	6	0	9	8	3	1	8	3	0	2	4	11	3	0	2	0	2	4	6	3	1	9	0	8	0	3	5	6	8	5	3	1	2	9	3	9	1	3	3	3	1	9	3	0	2	0	7	0	1	1	0	3	6	0	1	2	3	17	6	4	2	4	10	7	5	0	9	3	2	2	0	3	0	6	10	7	5	0	7	0	2	0	3	7	2	2	4	0	12	1	0	2	0	3	6	9	0	3	4	6	1	9	3	3	2	2	3	1	1	0	1	8	1	4	2	11	0	6	6	1	4	0	3	0	10	0	5	5	0	0	0	0	9	3	1	0	3	0	0	0	6	2	3	1	0	6	0	0	2	1	0	0	3	5	2	0	2	0	0	2	3	5	0	0	0	1	0	1	1	6	4	0	3	0	5	3	8	5	5	1	0	5	0	2	0	1	8	1	0	3	0	3	0	1	10	1	3	0	2	1	6	0	3	1	0	1	4	4	1	1	1	1	4	1	1	1	1	0	3	0	5	3	2	0	2	3	0	0	3	2	1	1	5	1	4	0	3	3	0	1	5	0	0	0	1	2	0	2	3	2	2	0	7	7	2	4	2	3	2	1	0	2	1	3	2	3	1	2	2	0	1	0	1	1	1	1	3	1	2	6	1	1	4	1	2	3	0	4	2	6	15	2	3	0	0	1	2	0	2	5	4	5	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	2	0	0	3	1	0	0	3	0	3	1	1	2	0	0	1	2	0	2	4	4	1	0	2	2	1	3	2	3	2	4	0	2	1	1	1	0	0	0	1	0	0	0	3	2	1	2	1	2	3	0	2	0	3	0	0	0	1	0	0	1	0	0	2	1	0	1	2	1	2	0	1	2	2	1	2	1	2	4	1	0	1	3	7	0	1	1	2	1	2	1	0	0	0	2	2	6	0	2	0	2	3
704	9	1	0	163	10	0	75	8	0	0	75	22	0	36	21	81	21	35	65	47	0	1	0	50	15	52	45	53	37	1	9	46	63	0	19	12	26	0	1	1	0	6	10	16	12	4	3	1	2	2	21	0	33	3	1	3	0	0	1	2	13	10	3	2	25	10	47	8	0	32	5	6	0	0	0	7	2	29	3	19	2	9	10	3	0	0	4	0	32	1	0	0	3	1	0	17	0	2	5	1	0	6	1	8	1	14	0	17	7	4	6	1	10	17	3	16	1	5	4	4	0	2	7	15	0	0	1	1	0	0	1	0	16	10	7	0	20	2	0	3	0	0	13	3	8	8	6	3	2	0	11	0	0	11	1	6	4	0	1	0	2	13	0	5	0	1	15	0	4	10	4	1	0	2	0	3	0	2	1	13	1	1	8	4	0	0	1	1	1	0	1	4	7	0	3	5	0	7	1	0	1	1	1	2	6	2	1	0	6	1	0	5	0	1	1	0	0	1	0	1	3	3	3	0	4	0	0	1	3	2	0	0	21	2	0	3	1	2	0	0	1	0	0	0	1	2	4	1	0	17	8	3	0	2	0	3	6	8	8	0	4	3	1	0	4	0	0	0	5	8	1	7	1	0	1	9	0	6	0	0	2	0	0	1	0	3	3	1	1	1	0	2	4	4	2	2	0	8	0	0	1	3	2	0	1	0	9	11	2	2	1	2	0	10	9	3	0	0	9	0	1	2	0	0	11	4	0	0	2	0	3	0	2	0	0	2	0	0	0	3	0	4	5	5	2	2	5	1	5	0	2	0	1	0	3	0	0	1	2	3	3	0	4	1	2	1	0	0	0	5	0	3	1	0	0	2	0	4	0	0	0	2	0	0	1	2	3	1	1	0	1	0	2	8	1	4	1	1	2	2	3	3	5	9	0	1	1	1	1	1	2	0	0	1	4	0	2	3	1	0	0	0	0	3	0	0	0	1	2	0	1	1	2	0	1	8	1	0	0	3	0	2	1	0	6	1	5	0	3	0	6	2	1	5	9	1	1	0	0	0	0	2	3	1	4	4	3	0	3	0	2	2	3	1	1	1	1	2	0	1	6	1	0	1	1	0	0	3	2	5	0	0	4	0	1	1	0	2	2	0
705	27	166	19	22	2	0	13	4	0	113	3	29	4	1	23	0	0	17	3	10	5	10	0	9	18	10	12	7	5	30	1	8	13	36	15	1	6	0	22	13	3	5	13	4	0	11	6	7	14	14	3	0	3	6	12	10	18	10	8	0	1	2	4	24	10	0	0	6	12	1	3	9	10	9	5	0	16	0	4	9	9	0	15	3	11	11	4	5	0	8	7	0	0	1	9	0	5	6	1	4	9	8	8	8	0	2	10	8	6	3	8	6	5	14	2	7	5	5	5	6	5	8	5	1	6	0	5	11	6	2	3	5	2	0	0	10	7	3	9	2	8	0	3	1	0	1	2	5	5	5	0	8	0	4	2	6	5	5	7	3	8	0	5	2	2	8	5	0	6	1	1	10	1	12	2	6	2	1	3	1	4	1	0	5	3	3	0	1	6	5	2	6	5	3	3	7	1	1	4	7	8	1	7	0	2	5	5	1	0	5	1	1	8	5	8	3	2	3	0	0	2	3	5	0	6	5	9	0	1	1	8	8	1	1	4	3	3	2	0	2	2	8	4	3	1	0	0	5	4	0	4	3	6	5	3	4	8	4	4	2	1	1	2	3	0	3	3	1	0	1	2	0	4	2	6	5	0	1	0	0	1	0	2	1	1	1	9	1	1	1	2	4	1	3	4	5	0	0	3	2	2	1	0	3	0	5	0	0	3	1	2	2	2	0	1	0	2	1	0	1	4	2	10	1	1	1	0	5	9	1	1	1	0	4	2	0	0	1	0	7	1	1	1	1	2	3	1	3	1	0	4	0	2	0	0	0	3	2	1	3	0	5	2	0	0	0	2	6	1	1	0	3	6	1	5	1	1	0	3	3	3	0	1	4	1	2	0	5	0	3	2	1	5	0	1	0	1	3	1	1	1	1	0	0	1	0	3	0	0	2	1	0	4	1	1	4	2	2	1	1	1	0	2	2	0	0	0	6	2	0	4	6	0	1	0	0	5	1	0	1	1	1	3	1	1	3	3	4	0	3	3	3	0	1	0	0	5	2	2	3	1	0	3	1	2	1	0	2	0	1	1	0	3	3	1	1	1	1	0	3	0	3	1	0	2	2	3	0	1	2	4	7	0	3	5	1	1	2	2	0
706	97	93	20	26	2	0	49	8	31	124	30	54	7	0	22	0	1	16	13	23	9	19	0	29	28	17	14	19	1	41	2	24	8	35	13	3	12	0	17	33	6	2	12	16	0	14	14	21	15	19	6	0	9	15	17	7	37	9	9	0	9	19	12	19	14	0	0	20	19	0	6	7	14	14	19	1	9	0	8	16	5	0	21	9	11	14	7	6	0	16	9	0	5	0	13	1	12	7	2	6	10	8	17	10	0	5	13	11	4	8	9	18	15	2	3	8	9	13	11	15	7	10	6	2	3	0	5	10	3	3	7	9	1	3	4	10	6	0	1	3	8	10	22	7	0	0	7	7	6	10	0	14	0	8	5	1	5	6	10	3	7	0	3	0	6	10	2	0	6	2	4	11	4	5	2	5	7	1	9	0	1	4	3	3	4	10	0	3	0	12	6	5	1	7	5	4	2	1	7	2	4	6	3	0	2	4	3	10	0	12	3	0	12	7	4	7	5	4	0	0	3	2	4	2	6	4	1	3	0	3	3	3	0	0	9	2	4	3	0	1	7	3	6	4	8	0	0	4	1	0	7	7	3	2	7	0	4	6	2	4	5	4	9	2	2	4	3	5	2	1	3	4	1	2	5	2	0	1	9	0	11	0	8	3	2	5	7	3	2	1	1	4	2	4	6	5	5	1	1	3	7	2	2	4	3	9	0	0	3	1	0	1	2	1	0	0	2	4	3	8	8	4	1	2	3	6	5	5	5	2	4	2	4	5	0	7	5	5	0	2	6	5	5	2	5	1	0	3	4	0	3	0	5	0	0	4	6	4	3	2	0	3	1	0	4	4	1	3	7	1	0	1	0	0	4	3	3	0	4	0	0	4	0	1	4	2	0	3	1	3	5	2	3	2	1	1	1	5	3	0	0	3	0	0	3	3	3	3	2	0	4	0	4	2	0	2	2	1	2	3	2	6	0	1	1	3	3	5	2	0	4	8	0	3	0	0	8	3	0	2	0	2	2	4	3	0	5	3	0	4	1	1	0	0	0	0	2	2	6	1	3	1	3	3	0	0	1	1	3	2	0	3	4	5	4	0	4	0	0	0	0	0	3	1	2	4	1	0	2	1	1	5	4	5	3	1	2	0	1	1
707	5	1	5	127	141	0	123	71	1	0	77	56	0	8	89	61	57	57	70	71	2	1	0	61	26	39	57	53	41	20	30	62	41	2	32	25	16	0	0	0	0	20	17	32	1	1	2	2	16	1	15	0	25	4	2	5	0	2	7	0	8	20	14	9	21	9	2	4	4	31	20	16	0	1	1	11	2	15	2	19	15	1	7	13	3	2	13	0	21	0	1	0	16	11	5	31	1	3	28	2	0	15	1	14	10	19	5	10	12	7	7	0	8	9	21	13	4	2	3	6	1	4	3	7	1	0	11	0	0	0	12	0	13	11	0	4	6	7	1	13	0	0	5	9	8	28	15	0	0	1	9	2	0	4	2	9	11	0	1	0	0	4	1	6	0	0	6	0	5	22	3	1	0	6	3	4	0	7	7	9	5	1	8	5	0	0	9	5	1	0	3	1	2	3	1	1	0	4	1	1	1	1	2	4	5	7	1	1	3	1	0	6	0	1	6	0	1	1	0	0	8	1	0	3	5	0	0	13	2	4	1	0	3	5	0	0	8	0	0	6	6	2	0	1	7	1	2	1	0	6	4	1	0	0	6	8	6	14	4	0	4	5	2	0	8	0	1	0	9	2	6	6	3	1	7	7	7	4	1	3	7	0	1	1	0	1	0	3	4	4	0	2	1	8	1	1	0	5	1	0	0	6	7	1	1	0	6	12	2	2	2	6	5	2	11	2	3	0	2	0	3	4	0	0	4	1	0	3	1	2	3	0	0	8	5	9	3	1	0	4	0	7	1	6	3	6	3	2	8	6	0	3	1	1	9	2	0	7	7	3	2	0	6	2	0	2	0	0	0	4	0	0	2	4	0	2	10	0	0	2	0	5	0	0	4	5	4	0	2	3	1	0	3	1	0	3	4	1	8	2	4	4	3	1	3	4	0	0	0	4	7	0	3	4	1	1	0	1	0	3	2	0	2	4	0	1	2	0	5	0	1	2	0	0	14	4	0	3	0	2	0	6	0	4	6	0	1	2	6	1	1	2	0	3	3	3	5	0	1	3	2	0	7	4	7	7	6	4	2	2	1	3	2	8	3	7	4	5	2	0	2	0	0	5	5	3	1	8	5	2	1	0	0	0	1	1	4	1	4	2
