	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	mt-Co2	Igkc	Plac8	Tff3	mt-Co1	S100a6	Mptx1	Fcgbp	Hbb-bs	Actb	Dmbt1	Muc3	Saa1	mt-Cytb	mt-Atp6	Krt8	Spink1	Reg4	mt-Nd1	Igha	Txn1	Muc13	mt-Nd4	Tspan1	mt-Nd2	mt-Co3	Tpt1	Krt20	Prdx6	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Hbb-bt	Ptma	Lgals3	Actg1	Hba-a2	Slc25a5	Car4	Ppia	Rps23	mt-Nd3	Tmsb4x	Rpl23	Eef1a1	H2-Aa	Reg3b	Rack1	Rpl27a	Scd2	Rps24	Ccl6	Rps21	Reg3g	Cox8a	Guca2a	Cox7c	Ly6e	Atp1b1	Plet1	Calr	1810065E05Rik	Rplp0	Dstn	Slc26a3	Calm1	Rpl41	Rps14	Rpl10a	Oit1	Itm2b	Tgm3	Hspa5	Lgals4	Aqp8	Hsd11b2	Aqp4	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Rps20	Rps7	Mgat4c	Rpl39	Gm10053	Gm29123	Slpi	Ifit1bl1	Rps27a	Cox5a	mt-Nd5	Eif2s2	Rps16	Tspan8	Rps3	Arf1	Rpl18a	Tm9sf2	Gpa33	Myl6	Chchd2	Rps9	Car1	Cox4i1	Rpl17	Tgoln1	Tmbim6	Gapdh	Rpl31	Gfpt1	Rpl7	Atp5g3	Rpl35a	Rps29	Slc25a3	Cox6b1	Slc26a2	Rpl13a	Atp5a1	Rps13	Wdr24	Hsp90ab1	Gzma	Rpl28	Actn4	H2-Eb1	Rps11	Gm20594	Atp1a1	Srsf1	Uqcrb	Tmem59	Rpl37a	Retnlb	Prdx1	Ezr	Mxd1	Cd9	Sectm1b	Serinc3	Rpl37	Gm8797	Rpl5	Ces2c	Cdh1	Clca3b	Gnas	Manf	Klf4	Smim14	Rps26	Rpl12	Rps25	Eef1b2	Maoa	Rfk	Rpl4	Ubc	Cdh17	Fos	Fth1	Spint2	Clec2h	Hmgb2	Rps19	Jun	Serf2	Gng5	Sycn	H3f3a	Cldn7	Rpl7a	Dynll1	Tmem86a	Pls1	Hk2	Hint1	Rps28	Nfatc2	Rps17	Cdkn1a	P4hb	Cd63	Rpl6	Sec61b	Ccnd2	Cox6c	Ldha	Tm9sf3	Krt19	Rpl10	Tubb5	Adh1	Hspa8	H3f3b	Tagln2	Gm11808	Pigr	Tmed2	Upp1	2200002D01Rik	Gm17541	Rps18	Pabpc1	Cs	Rep15	Id1	Rps8	Pdia6	Ybx1	Atp5g1	Mgst3	Xist	Vdac2	Hmgb1	Fabp6	Rplp1	Slc10a7	Myl12b	Rpn1	Prr13	Klk1	Rps4x	Slc44a4	S100a10	Atp5l	Rps6	Tpd52	Txndc5	Cystm1	Ccl5	Pfn1	Snrpf	Calm2	Rpl14	Clca4b	Hdgf	Cd74	Rps15a	Ceacam10	H2-Ab1	Tm4sf20	Hsp90b1	Cdhr5	Gm9844	Cmpk1	Rpl13	Aldh2	Ctnnd1	Prss32	Clic1	Tmed10	Rpl19	Aco2	Serp1	Set	Actr3	Cd177	Ggh	Bcas1	Slc12a2	Ywhaz	Ckmt1	Iqgap2	Fut2	Ahnak	Rnf31	Tmprss2	Ms4a8a	Spcs2	Duox2	Rrbp1	Cd164	Pcbp2	Rpl22	Gsdmc4	Cox7a2	Anxa2	Btf3	Chp1	Rpsa	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Ctsb	Wbp5	Sec61g	Hmgcs1	Dbi	Ptp4a1	Cd24a	Eef1g	Cox7b	Uqcr10	Fxyd3	Uqcrq	Atp5b	Gprc5a	Slc13a2	Ywhab	Slc6a8	Myh14	Mboat1	Lars2	Serpinb1a	Rac1	Galnt7	Gmds	S100a11	Emp1	Dsg2	Rbm47	Serpinb6a	Ucp2	Arf4	Tuba1b	Nov	Rps5	St6galnac6	Gpx2	S100a16	Gcnt3	Cd38	Atp5j	Gnb1	Ndufa4	Atp5g2	2210407C18Rik	Arpc2	Rpl36a	Ndufb8	Ctnnb1	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Sec61a1	Glul	Apol10a	Rpl26	Rnf128	Atp5f1	Smpdl3a	Golm1	Qsox1	Mcl1	Pkn2	Pmp22	Creb3l1	Gsn	Tkt	Sqrdl	Parm1	Ostc	Sypl	Rps10	Hepacam2	Capzb	Eif4g2	Hnrnpab	Lama4	Eif1	Hnrnpf	Id3	Rpl8	Pcbp1	Ces2e	Rab1a	Rpl38	Krt18	Klf6	Atp5j2	2010107E04Rik	Zfp644	Ybx3	Mrfap1	B3gnt7	Slc5a8	Hoxb13	Shisa5	Tram1	Npm1	Cldn3	Arl1	Suclg1	St3gal4	Lasp1	Prdx5	Uba1	Pold4	Npc2	Gda	Oaz1	Ethe1	Ndufa2	Ywhaq	Slc6a14	Aes	Tax1bp1	Eef2	Pdia3	Cib1	Lurap1l	Ddost	Ndufa6	Cdc42	Nans	Cpd	Dlk1	Atp6ap2	Arf6	Rab2a	Serbp1	S100a14	Usmg5	Elf3	Hnrnpa2b1	Eif5a	Gna11	Stard10	Hnrnpa3	Deptor	Arpc3	Zfp36	Hsp90aa1	Clcn2	Ctss	Atp12a	Gm4262	Gabarap	Slc35c1	Uqcrc2	Msmo1	Ido1	Slc4a7	Rpl34	Psap	Rpl32	Chmp4b	Gsto1	Cyp4f14	Slc39a4	Txnip	Naca	Eif3c	Suclg2	Ahcyl2	Hnf4a	Rhoc	Ddx5	Rplp2	Aph1a	Tomm7	Tmem45b	Cycs	Sult1b1	Clic5	Atp5k	Ptms	Mgat4b	Cttn	Arpc1b	Atp5o	Arpc5	Higd2a	Fuca1	Misp	Rpl21	Chek1	Nudt4	Lamp1	Lima1	Scin	Rpl3	Pla2g10	Efhd2	Capns1	Il13ra1	Pkm	Psma3	Ildr1	Csnk1a1	C1galt1	Gm1123
tmouse_ 999	5	4	0	31	7	70	0	8	2	33	16	0	1	0	19	72	31	0	51	26	43	0	0	77	0	28	11	38	8	39	30	22	5	4	1	6	4	17	0	1	0	0	3	9	15	0	12	1	6	4	15	3	9	7	4	11	11	8	5	2	1	21	5	6	3	13	1	13	7	4	12	7	10	6	2	4	3	7	1	2	0	3	4	0	6	12	2	0	2	10	10	3	2	14	7	3	1	0	2	1	9	28	4	6	3	2	0	3	1	3	5	9	4	10	7	2	7	6	4	9	8	6	13	2	8	11	5	10	1	6	5	3	4	0	7	2	2	2	3	7	0	5	2	2	1	2	4	0	6	0	2	6	3	3	0	8	2	5	0	9	1	2	4	2	3	2	4	3	4	7	0	2	4	3	1	1	2	3	7	0	1	4	4	2	2	4	0	2	5	6	0	2	3	6	0	0	9	2	11	2	2	2	0	2	2	3	2	0	6	3	0	0	3	3	5	3	0	3	3	4	4	2	1	3	3	0	0	4	1	2	2	2	1	1	3	4	3	0	0	0	0	0	0	0	1	1	0	2	3	6	0	0	0	1	1	1	1	5	3	6	1	0	3	2	7	0	2	3	0	1	0	0	2	3	2	1	6	4	6	0	1	0	1	3	0	3	4	1	1	0	1	3	3	1	5	2	9	2	3	2	0	1	0	5	2	0	1	4	2	0	1	3	0	4	1	0	1	2	1	0	2	3	3	1	0	5	1	6	4	2	0	0	0	1	0	0	0	2	4	5	1	2	0	3	1	3	3	3	3	4	1	3	1	4	6	0	2	1	0	0	0	3	2	0	0	0	1	3	3	0	2	0	0	4	5	2	0	0	0	5	3	1	0	3	1	1	0	1	2	0	0	3	0	2	0	4	2	1	1	2	1	0	1	1	2	0	1	1	2	1	1	0	4	1	2	1	0	2	0	0	1	0	0	0	0	5	2	2	0	3	1	6	0	0	3	0	1	2	0	0	1	3	0	0	2	1	1	2	2	0	4	1	4	1	2	1	1	4	1	0	1	0	3	1	1	2	0	3	0	0	1	3	1	0	0	0	4	1	1	1	0	2	0	1	5	1	1	5	1	0	2	0	1	0	3	2	0	4	1	0
tmouse_1000	398	65	110	41	30	55	0	23	44	34	50	7	35	0	16	7	16	22	28	38	23	33	7	33	0	15	16	24	26	15	29	16	12	4	9	17	13	7	0	24	22	0	2	6	5	0	19	1	3	20	7	21	20	6	1	0	11	4	12	5	3	9	3	14	7	23	13	12	0	13	3	6	22	5	6	2	9	5	8	13	0	8	6	0	15	2	5	8	1	14	8	7	3	0	9	5	2	8	0	4	12	2	6	3	5	6	12	6	12	4	5	5	5	0	8	7	7	8	2	11	7	10	5	2	7	7	4	2	2	7	9	1	1	0	1	5	3	4	0	8	4	3	6	0	4	5	4	3	9	3	5	6	5	1	0	4	1	6	4	7	5	2	0	3	5	2	6	3	4	2	1	1	3	5	0	5	3	6	8	3	2	2	1	5	0	3	3	4	0	0	1	1	5	4	1	3	4	3	4	6	1	6	0	0	2	3	4	2	4	3	1	0	5	1	1	0	4	4	2	4	4	1	0	2	3	1	0	3	1	3	3	5	2	1	4	6	6	1	4	2	8	0	2	1	2	0	2	3	2	4	1	5	1	2	0	2	3	1	3	2	8	5	5	2	3	1	0	3	2	2	6	0	1	3	3	4	6	1	4	4	2	1	2	5	0	1	0	2	5	5	1	2	4	2	2	3	2	3	3	0	2	3	3	3	1	1	1	3	3	1	2	4	1	1	4	1	3	6	0	3	2	2	5	4	0	0	1	5	1	2	0	1	0	3	1	1	6	2	5	0	1	1	0	7	3	1	7	2	5	2	4	6	3	7	1	0	2	3	2	3	3	4	1	0	2	1	3	2	0	2	2	0	1	1	2	2	1	3	2	2	0	2	1	2	2	3	0	2	3	1	4	5	1	0	3	3	4	2	1	2	5	0	4	0	2	0	4	0	0	1	4	2	0	2	2	2	4	1	6	1	0	5	1	4	0	6	0	2	0	3	1	1	3	1	0	2	0	1	0	1	0	0	0	1	2	4	5	3	7	0	1	1	0	1	4	2	0	2	1	0	1	2	1	1	3	0	0	0	2	1	2	3	0	0	0	0	0	2	2	2	1	3	0	0	0	2	0	2	0	2	1	1	4	7	0	0	1	1	2	1
tmouse_1001	13	202	1	12	0	21	0	3	1	16	22	9	2	0	3	0	0	1	18	17	4	1	3	8	0	9	6	13	13	9	8	29	0	1	38	28	0	5	0	7	1	0	2	1	6	0	8	0	4	3	9	3	19	9	2	0	10	10	4	13	10	13	0	8	5	10	8	1	6	5	0	3	5	2	7	6	10	3	11	7	0	0	3	0	1	1	0	5	13	5	7	5	8	0	10	2	0	0	0	6	1	0	2	8	1	7	5	11	4	2	4	3	9	0	2	3	8	0	2	4	4	8	2	6	7	1	7	3	4	1	4	6	0	0	3	0	1	7	3	1	2	2	14	7	7	3	1	0	1	2	2	3	5	4	0	1	0	8	0	2	10	3	5	3	6	0	1	2	2	0	0	4	5	1	3	0	0	7	4	0	3	0	3	3	0	1	1	5	9	3	1	0	0	3	5	4	0	2	2	4	0	2	0	5	1	2	1	5	2	4	0	0	6	4	5	0	5	1	5	1	2	2	0	8	0	0	0	1	3	1	0	0	7	2	0	0	3	1	4	2	3	0	2	0	1	3	0	0	1	3	8	0	0	1	0	2	1	3	0	1	2	1	0	1	2	1	0	0	6	1	0	1	1	1	0	2	0	2	1	2	1	1	1	2	0	3	0	2	0	0	0	2	2	2	0	3	0	3	4	2	0	3	0	1	1	3	0	0	5	2	1	0	1	0	0	0	0	0	0	0	1	3	1	3	0	0	0	1	2	3	2	0	2	2	2	0	1	0	2	4	0	1	0	1	3	3	0	0	0	1	2	1	2	6	1	3	1	3	0	1	3	0	0	0	3	0	0	0	0	2	2	3	0	2	1	0	0	2	1	0	1	1	0	1	3	4	0	1	1	0	3	1	1	0	2	2	1	1	0	3	2	0	3	1	0	0	1	0	0	0	0	2	0	1	4	1	1	3	0	0	0	2	1	1	0	1	2	2	0	1	0	1	3	0	0	2	0	2	0	1	1	0	0	0	3	3	1	0	0	0	1	2	0	2	2	2	0	0	2	1	2	0	0	0	0	1	1	0	3	1	2	0	0	2	1	1	0	0	1	2	2	1	0	1	1	1	1	4	0	1	0	0	2	2	0	2	0	0	0	1
tmouse_1002	168	182	82	19	1	11	0	4	13	18	20	3	18	0	8	0	0	0	4	7	13	7	0	9	0	26	9	9	9	17	6	19	1	1	18	13	0	3	0	4	24	0	1	2	1	0	7	1	8	2	3	8	2	5	6	0	5	8	5	6	6	12	0	2	2	8	4	2	1	6	2	5	2	0	7	13	4	1	3	4	0	1	5	1	14	0	3	2	4	3	7	1	0	0	3	4	0	0	0	2	1	6	9	3	10	3	5	1	6	4	2	4	1	0	5	0	4	1	1	1	2	2	2	0	5	3	3	1	4	4	0	2	2	0	3	3	1	3	8	1	7	7	5	6	1	1	0	1	4	0	0	6	4	1	0	0	0	6	3	2	3	3	1	5	0	2	1	4	1	0	0	1	2	1	0	1	0	2	2	5	2	4	3	0	12	1	2	1	2	3	0	2	3	9	1	1	0	3	0	2	2	4	0	2	3	2	0	2	1	2	0	1	2	1	0	0	5	0	1	1	0	1	4	2	1	0	0	2	1	0	2	1	5	0	1	0	1	2	4	1	0	0	0	4	1	0	0	0	2	1	5	1	0	2	1	5	2	2	6	0	2	4	1	1	5	1	1	3	0	0	3	1	2	2	3	0	0	0	0	1	2	0	2	2	2	3	0	2	0	4	0	1	0	1	0	1	0	3	0	2	1	3	1	2	2	1	1	2	7	2	1	2	0	0	5	0	0	2	4	0	2	1	0	0	0	1	4	2	6	0	0	0	2	0	0	3	0	1	1	0	3	1	0	0	1	1	3	2	0	3	1	5	0	1	0	1	3	2	0	0	4	1	0	0	1	1	0	0	0	0	0	0	1	2	2	1	0	0	2	3	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	2	0	0	0	2	1	0	1	1	0	2	1	0	7	0	1	0	2	0	1	0	4	0	0	0	1	0	2	0	1	1	1	1	0	0	0	1	0	0	2	0	1	2	0	7	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	4	2	2	0	1	1	1	0	1	0	0	0	1	1	0	0	1	5	5	0	0	2	3	0	0
tmouse_1003	6	83	2	11	0	27	0	2	31	16	8	132	8	0	11	0	0	2	9	16	3	8	27	13	0	6	6	23	5	9	10	21	0	0	46	6	1	2	0	11	16	0	4	0	20	0	9	0	12	16	6	2	14	18	2	0	13	13	3	10	27	13	0	14	4	9	11	11	0	5	0	10	6	0	3	12	12	8	5	6	0	0	4	0	24	0	2	6	5	4	11	5	7	2	7	0	0	1	1	4	7	4	3	7	1	10	7	13	7	2	7	3	8	0	6	9	4	3	1	9	5	5	6	7	2	6	0	2	0	3	5	5	4	0	4	0	1	4	2	3	0	4	10	4	1	2	0	0	3	0	8	4	4	6	0	3	0	3	1	4	2	7	6	5	8	0	0	4	9	1	4	5	3	1	0	2	7	2	6	1	2	2	4	2	1	3	1	7	6	5	6	1	2	3	0	1	3	3	1	3	1	5	0	3	4	2	5	0	1	1	0	0	8	8	2	2	6	0	4	3	2	0	0	0	3	0	0	7	2	3	1	2	2	2	1	0	4	4	4	1	1	0	1	1	4	1	0	3	1	3	4	2	0	6	0	1	4	2	1	1	5	2	5	1	2	2	0	0	1	0	1	3	1	6	1	1	0	4	2	0	1	0	1	6	4	5	0	2	1	1	0	5	1	0	1	1	1	3	3	0	4	3	0	0	2	1	2	4	1	0	1	2	0	0	3	0	0	0	1	2	0	4	3	0	0	0	5	0	2	3	1	0	2	3	0	1	3	0	2	0	2	2	1	0	2	6	1	0	1	0	2	0	4	0	0	4	2	0	0	2	2	1	1	0	1	0	1	1	2	3	3	1	3	0	1	0	0	3	0	0	0	1	0	1	5	1	6	1	4	0	2	1	0	0	5	0	3	1	1	0	3	0	1	3	5	0	5	0	0	1	0	5	0	0	3	1	0	2	3	0	1	1	1	2	0	3	0	4	0	0	2	0	0	1	0	1	2	1	1	5	0	0	2	0	2	1	4	0	2	0	2	3	3	2	2	1	0	0	3	1	3	2	0	0	0	0	0	2	1	3	0	0	0	2	1	4	1	1	1	1	3	0	2	4	0	0	1	1	2	3	3	1	1	3	0	1	1	2	2	8
tmouse_1004	8	1	0	2	5	43	0	4	2	38	3	1	0	0	12	3	0	0	29	30	11	1	1	26	0	4	3	19	1	20	15	19	4	0	2	11	0	5	0	0	0	0	20	0	27	0	2	1	7	15	3	2	20	18	0	0	16	8	0	20	0	23	0	3	0	6	1	1	0	0	0	10	4	1	1	8	18	16	3	0	0	10	1	0	1	0	2	15	7	2	14	16	15	0	8	0	0	0	0	12	0	2	1	21	0	6	3	9	2	0	4	4	13	1	6	11	1	3	2	12	1	14	1	4	3	2	1	0	6	1	3	6	6	0	10	0	2	10	5	1	1	3	7	8	0	3	3	0	0	0	0	6	8	7	1	4	1	3	0	0	0	13	4	5	8	0	0	11	7	0	0	0	2	1	0	5	1	2	3	0	11	0	3	0	3	0	2	0	1	5	8	0	0	1	4	1	0	4	0	2	0	6	11	20	8	2	0	4	3	0	0	0	7	6	5	0	0	0	11	3	4	2	3	18	3	2	1	2	0	0	0	2	0	7	0	0	1	6	2	0	2	0	1	1	1	8	0	5	0	8	1	0	0	1	0	0	1	6	1	2	1	0	1	2	3	0	1	0	6	0	0	0	1	0	0	1	0	6	0	0	1	1	0	3	6	4	0	2	0	6	0	5	2	3	0	0	1	1	2	0	1	1	0	1	2	3	2	1	3	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	2	1	3	0	0	0	3	0	2	0	1	0	0	1	1	3	0	0	5	0	1	2	1	0	3	0	1	0	0	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	6	3	2	3	0	2	2	0	2	1	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	2	0	0	1	0	2	0	5	0	0	0	4	1	1	1	0	3	0	6	0	1	1	3	1	2	1	0	0	3	2	2	1	0	2	2	2	0	0	1	1	1	0	0	2	0	0	0	0	0	2	2	1	0	1	4	2	3	1	1	0	2	1	5	2	1	0	0	2	3	6	0	1	1	0	0	1	1	0	3	2	1	0	2	0	0	0	3	3	1	0	2	0	6	0	3	1	3	1	0	0	2	0	0
tmouse_1005	10	2	0	29	7	114	0	2	1	37	17	0	0	0	4	33	24	0	71	58	18	1	0	70	0	8	25	55	29	52	38	2	2	2	1	13	29	10	0	2	0	0	1	3	4	0	13	1	5	2	34	0	7	7	14	0	4	6	19	4	0	7	0	8	2	12	7	25	4	16	3	4	2	0	3	2	1	2	5	3	0	21	4	0	0	16	7	7	5	8	4	6	4	6	3	4	5	0	0	0	12	8	2	2	16	3	4	4	7	18	2	4	2	0	14	3	5	10	2	3	4	8	5	1	4	7	3	5	4	4	5	2	3	0	3	3	6	1	0	13	0	6	2	1	0	1	1	0	5	0	5	3	1	4	0	4	7	5	8	0	1	1	1	1	5	4	0	1	1	6	0	0	3	0	1	3	0	3	2	0	3	11	4	3	0	1	2	5	2	1	1	0	6	2	1	2	1	2	5	5	1	2	2	0	3	2	2	2	5	3	1	1	2	1	1	0	0	1	1	4	1	2	0	1	0	2	2	3	0	1	7	1	1	2	3	2	6	2	0	1	0	0	1	0	2	0	0	0	1	4	3	4	3	11	4	1	1	2	1	4	3	8	4	1	1	2	2	1	8	5	0	0	0	2	0	0	4	1	3	5	2	2	2	4	3	1	1	4	1	2	0	0	1	0	0	1	1	0	2	6	1	1	0	2	0	0	4	0	2	1	1	2	2	0	1	0	1	9	0	1	3	5	3	2	0	3	0	2	0	1	0	0	0	1	1	2	0	0	3	0	0	1	4	2	4	3	2	2	0	5	3	3	5	3	4	0	6	5	2	2	0	0	1	0	0	3	3	0	1	1	2	3	0	0	2	1	0	2	2	0	1	1	1	3	2	0	1	4	2	0	0	9	4	0	4	5	1	1	3	3	0	0	0	1	2	0	1	0	1	1	1	5	8	0	3	0	1	0	1	2	1	0	2	5	0	3	1	1	0	0	4	0	2	0	0	0	0	1	1	0	3	0	7	0	2	0	4	1	0	0	4	1	6	1	0	4	1	4	0	2	1	0	0	0	0	2	1	1	2	4	0	0	0	1	0	3	0	6	1	1	2	2	1	2	5	0	1	0	0	0	2	1	0	0	0	0	2	2	0	0
tmouse_1006	4	38	1	3	1	26	0	5	26	18	15	1	1	0	15	1	1	0	22	19	7	2	16	24	0	26	11	17	18	17	11	38	0	1	15	18	8	8	0	23	5	0	5	2	4	0	13	0	9	10	5	6	12	14	3	0	12	8	12	4	20	11	0	15	3	7	19	9	1	14	0	16	6	0	7	7	8	1	27	5	0	25	5	0	30	0	1	11	2	7	12	6	6	1	9	7	0	0	0	8	4	9	0	9	9	4	9	7	6	0	3	6	7	0	5	6	3	2	3	5	7	4	9	7	5	7	7	1	3	5	1	0	12	0	4	2	2	7	3	4	0	4	3	4	3	4	0	1	1	0	8	7	6	3	0	2	0	8	7	5	6	4	1	6	5	0	0	4	5	1	0	1	3	1	0	2	0	4	1	0	3	4	4	3	0	3	2	1	3	0	4	0	4	2	4	5	7	1	1	5	4	3	1	4	1	2	3	1	7	11	1	0	4	2	4	0	0	2	1	5	5	5	0	2	3	7	0	8	1	2	5	1	3	2	0	2	1	4	1	0	0	0	5	1	1	3	0	7	0	2	4	3	0	9	1	3	2	6	1	1	3	3	8	1	2	0	3	3	3	0	3	2	1	2	2	2	1	1	3	0	4	0	5	8	7	6	0	1	2	1	1	1	2	3	3	3	4	1	3	2	1	1	0	1	3	1	2	0	2	5	1	3	0	0	6	0	0	0	1	0	6	6	3	2	0	3	6	2	3	2	0	0	4	3	1	2	2	1	2	0	2	0	1	1	4	0	0	5	2	1	0	3	3	4	0	2	3	2	0	3	2	1	1	0	3	0	3	0	1	5	1	0	2	0	2	1	0	1	3	0	1	2	0	3	0	0	1	1	2	0	2	2	1	0	1	6	1	2	5	3	2	1	3	1	3	0	1	0	5	0	6	5	0	1	2	2	4	5	1	2	1	2	3	3	0	2	0	1	0	0	4	1	6	0	0	3	2	5	0	0	0	0	0	0	4	3	2	1	1	0	5	1	3	1	1	0	0	2	0	1	1	1	0	3	0	1	0	0	0	1	0	2	0	4	3	5	0	2	1	1	4	6	1	2	0	0	2	1	2	2	3	1	3	2	0	3	0	1	3	0
tmouse_1007	441	114	55	47	26	23	0	12	17	31	38	0	39	0	37	0	2	9	18	18	28	7	6	24	0	38	10	7	14	11	15	9	7	1	12	9	5	24	0	9	7	0	2	10	2	0	6	2	0	5	3	9	3	5	8	1	2	1	3	6	6	3	0	9	0	6	2	0	6	5	2	0	4	0	7	3	1	1	2	8	2	9	7	0	6	1	0	3	1	4	1	0	0	4	1	2	3	3	0	4	1	6	2	0	4	1	3	1	9	5	3	4	1	0	6	2	5	1	6	2	4	5	2	2	3	0	6	0	2	1	1	0	1	0	4	4	1	2	5	2	7	5	2	3	2	1	1	1	4	0	5	1	0	0	0	1	0	8	3	3	2	2	2	2	1	0	0	1	8	5	5	4	3	2	0	0	0	2	4	0	2	2	3	2	2	2	1	2	0	0	2	3	0	5	3	3	0	1	2	4	7	0	0	0	0	1	1	1	1	0	0	1	0	0	2	0	3	2	1	1	2	0	2	2	5	0	0	2	3	2	3	1	4	0	2	1	1	0	0	0	0	0	3	1	0	0	0	1	1	0	4	1	0	3	0	2	2	2	0	1	3	1	7	1	3	2	0	1	1	0	3	0	1	0	4	1	2	0	1	1	1	3	2	3	1	0	0	2	2	0	3	0	1	0	0	1	1	0	2	1	1	2	4	5	0	1	3	1	2	0	1	0	1	2	0	2	1	4	2	0	2	2	1	4	0	3	0	2	2	1	0	5	1	0	0	5	2	0	1	1	1	1	1	0	0	2	4	2	2	0	3	1	6	0	0	0	0	0	1	1	0	0	1	0	1	2	1	1	2	2	0	0	1	2	2	0	3	1	1	0	0	1	0	0	2	1	0	1	1	4	1	1	1	0	1	2	0	0	1	0	1	0	2	1	4	0	0	0	0	0	1	0	0	1	1	2	1	2	0	1	1	1	2	5	0	2	0	0	1	2	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0	1	0	0	2	2	1	0	0	0	3	0	0	0	0	1	2	0	0	2	1	0	0	1	3	2	1	0	3	0	1	1	0	1	0	1	1	0	2	5	3	0	2	0	1	0	0
tmouse_1008	628	68	120	36	2	50	0	7	77	29	31	2	73	0	16	0	0	9	12	13	18	67	0	19	0	11	17	7	15	17	16	20	7	3	11	8	2	12	0	18	22	0	4	2	5	0	11	0	2	11	12	12	10	2	1	0	3	5	15	8	10	12	0	11	0	8	8	8	1	7	1	4	10	0	5	1	3	4	4	7	0	14	4	0	14	0	6	5	2	6	1	6	2	0	7	1	0	0	0	3	6	3	4	4	4	4	14	1	9	5	4	4	1	0	7	2	3	1	3	3	9	3	0	0	4	3	9	1	2	3	2	2	3	0	6	5	2	2	6	1	5	0	14	1	1	0	1	1	0	0	6	2	3	2	0	2	0	6	8	2	6	1	1	1	1	0	5	1	3	3	1	1	3	2	1	2	0	2	8	4	3	1	1	9	3	1	2	1	1	1	2	2	4	0	2	0	2	3	2	5	1	3	0	0	1	1	10	0	5	5	1	0	2	2	2	0	15	1	0	6	0	3	1	0	2	2	0	1	0	1	8	3	3	1	1	0	1	3	1	2	0	0	0	1	1	1	0	0	0	1	0	1	0	2	0	1	5	3	3	0	2	0	6	2	3	2	1	5	1	0	5	1	1	1	2	1	3	1	5	0	6	0	3	7	0	0	0	3	0	4	0	0	3	1	0	0	3	2	1	1	3	6	9	1	0	1	1	2	1	2	1	0	0	0	0	0	0	1	2	1	5	6	1	0	0	0	0	0	2	2	0	0	1	0	0	2	5	0	5	2	0	1	0	3	2	1	2	1	2	4	1	2	2	1	0	3	3	0	0	1	7	4	1	0	2	2	1	0	3	2	1	0	6	2	5	1	5	1	3	3	0	1	0	1	2	4	0	1	3	8	1	1	1	0	2	0	3	2	1	1	1	0	0	0	0	0	0	0	2	0	4	2	0	0	1	0	5	0	1	1	2	2	0	2	0	3	0	2	1	1	2	4	3	0	0	1	2	1	5	0	1	0	0	0	0	2	2	1	2	0	4	1	0	1	2	1	0	2	3	0	1	1	0	0	0	2	0	0	1	1	0	0	0	1	0	1	3	0	0	0	1	2	0	2	4	0	1	2	2	1	2	2	3	1	0	0	1	1	5	5
