"x"
"Zbbx"
"Zfp677"
"Zmynd15"
"Chd1l"
"Mgp"
"C1qa"
"Rprd1a"
"Gm15337"
"Kcnj6"
"Myl9"
"Soga1"
"Tmem196"
"Zfp518b"
"Zfp592"
"Aldh1a2"
"Zfp516"
"Ccdc127"
"Proca1"
"Twsg1"
"Zfp248"
"Ints5"
"Prlr"
"Rnf32"
"1700047M11Rik"
"Kdm1a"
"4921507P07Rik"
"Edaradd"
"Gm12326"
"Pcdhga5"
"Rasl2-9"
"Slamf8"
"Cdkl1"
"Hist1h1b"
"Saal1"
"4933407L21Rik"
"Rad51ap2"
"Tmc4"
"Pkdcc"
"1110020A21Rik"
"4933431K14Rik"
"Gins3"
"Fblim1"
"Sema4b"
"Mfap2"
"RP23-357D17.4"
"Zfp74"
"Crhbp"
"Syt16"
"Gcnt2"
"Ttc39c"
"Morc3"
"Rhno1"
"Pygo2"
"C1qc"
"Limch1"
"BC017158"
"Slfn2"
"Col9a2"
"Gm9885"
"Gnai1"
"Elk4"
"Rora"
"Sidt2"
"Alcam"
"Slc31a1"
"Dgkd"
"Tmie"
"2810407A14Rik"
"4930597O21Rik"
"4933405L10Rik"
"A730089K16Rik"
"A930009A15Rik"
"Afp"
"Aldh8a1"
"Angptl3"
"Arg2"
"Cd300lf"
"Cd93"
"D630024D03Rik"
"Dcaf12l2"
"Dsc2"
"E230016M11Rik"
"Ebf4"
"Efhc1"
"Gm10644"
"Gm26771"
"Gm26847"
"Gm27199"
"Gm3248"
"Gm37490"
"Gm37534"
"Gm37666"
"Gm38387"
"Gpihbp1"
"Gramd2"
"H3f3aos"
"Hopxos"
"Htr4"
"Ighg2c"
"Kntc1"
"Krt1"
"Lmntd1"
"Marveld2"
"Mstn"
"Mylpf"
"Nlrc4"
"Nxph2"
"Oasl1"
"Pcdhga1"
"Pcdhgb6"
"Pex11g"
"Pitx2"
"Pla2g3"
"RP23-276C23.3"
"RP23-301L9.3"
"RP23-350E1.2"
"RP24-196M24.2"
"RP24-347B12.1"
"Rho"
"Rimbp3"
"Samd11"
"Scnn1a"
"Sh3rf2"
"Tex14"
"Tm6sf2"
"Ube2l6"
"Wdr38"
"Zfp456"
"Klhdc4"
"1700019G24Rik"
"2900037B21Rik"
"4930432B10Rik"
"5330413P13Rik"
"5330439K02Rik"
"6530403H02Rik"
"9130230N09Rik"
"A330094K24Rik"
"AK157302"
"Alpl"
"Ankrd63"
"Anxa1"
"Arhgap11a"
"BC024139"
"Ccdc109b"
"Cecr2"
"Clspn"
"Ctf1"
"Dlec1"
"Dnah7b"
"Ecscr"
"Epsti1"
"Fbn2"
"Fhod1"
"Ghr"
"Gk5"
"Glipr1"
"Gm14569"
"Gm15415"
"Gm28578"
"Gm37276"
"Gm37328"
"Gm37443"
"Gm37720"
"Gm4951"
"Gpr137b-ps"
"Hmgcs2"
"Inhbb"
"Mum1l1"
"Npy2r"
"Pcdhb5"
"Pcdhb7"
"Pgap3"
"Phf21b"
"Prrt4"
"Pyhin1"
"RP23-187D22.4"
"RP24-296L6.4"
"RP24-423L4.5"
"RP24-478I22.8"
"Samd9l"
"Slc16a3"
"Smc2os"
"Spata6"
"Tbx2"
"Tead3"
"Tekt2"
"Tkfc"
"Tmem241"
"Zfp184"
"Zfp454"
"Zfp52"
"Zfp963"
"Zkscan5"
"Gm17275"
"Wdr86"
"A530058N18Rik"
"Zufsp"
"Fam183b"
"Gm29508"
"Nhlrc3"
"Ppara"
"Ppp2r1b"
"Cd6"
"Gm4876"
"Ube2d1"
"Mb21d2"
"Rbm45"
"Ngef"
"Igfbp3"
"Mfsd12"
"Sephs2"
"Strada"
"Fam174b"
"Rest"
"Folr1"
"Mitf"
"Otud7a"
"Sspn"
"Col1a2"
"4930447C04Rik"
"Farsb"
"Lrrc49"
"Cspg4"
"Slc7a11"
"Tcof1"
"BC004004"
"Ints4"
"Sfrp1"
"Spg21"
"Gramd1a"
"Hmgn5"
"Arhgef1"
"3110082J24Rik"
"B3galt6"
"C2cd2"
"D230017M19Rik"
"Drd1"
"Mina"
"Slc16a6"
"Slc25a29"
"4930452B06Rik"
"Mon1b"
"Zfp39"
"Ccdc160"
"Dennd3"
"Mettl25"
"Smyd5"
"Spdya"
"Tbc1d8"
"Thada"
"Tmem209"
"Atp1a2"
"Synj2"
"Thsd7a"
"Acd"
"Kif16b"
"Zfp160"
"Palmd"
"Zfp933"
"Cdkn1c"
"Znhit6"
"Tmco3"
"Zcchc2"
"Ikzf2"
"Cecr5"
"Lzic"
"Tmem184b"
"Eif5b"
"Dagla"
"Rbp1"
"Acsbg1"
"1500015L24Rik"
"1700001C02Rik"
"1700049G17Rik"
"5330416C01Rik"
"9430091E24Rik"
"A630052C17Rik"
"AI606181"
"Aspn"
"C130026L21Rik"
"Casp8"
"Ccdc142os"
"Ccnb2"
"Ccr5"
"Ccrl2"
"Cenpm"
"Cep192"
"Cfap57"
"Cpxm1"
"Crnde"
"Dcp1a"
"Defb11"
"Ebi3"
"Ecm2"
"Egr3"
"Gal3st3"
"Gm10643"
"Gm14285"
"Gm14443"
"Gm17541"
"Gm26610"
"Gm28049"
"Gm37204"
"Gm5083"
"Gm527"
"Gpr4"
"Haus4"
"Hk2"
"Hps6"
"Hsbp1l1"
"Icam4"
"Irx2"
"Itgax"
"Kank4"
"Kctd9"
"Layn"
"Lrrc38"
"Map3k11"
"Mdfic"
"Mex3a"
"Myh3"
"Nes"
"Neurl2"
"Nfkb2"
"Nhej1"
"Nkapl"
"Paqr5"
"Pcdhgb5"
"Pcsk4"
"Prg4"
"RP23-164N7.3"
"RP23-256O22.3"
"RP23-2C16.2"
"RP23-375H15.2"
"RP24-140D11.6"
"RP24-293C5.5"
"Rimkla"
"Rsph10b"
"Scn9a"
"Sh3pxd2b"
"Sp100"
"Syt9"
"Tbx18"
"Tmem255a"
"Tmem88"
"Trim68"
"Ttc34"
"Vipr2"
"Zbtb49"
"Zbtb8a"
"Zfat"
"Zfp526"
"Zfp786"
"8430429K09Rik"
"Cyp4f13"
"Fam149b"
"Sox6"
"AF251705"
"Fam3a"
"Unc5c"
"Dnajc12"
"Ddx42"
"Atrx"
"2510046G10Rik"
"Dscaml1"
"Gareml"
"Msh6"
"Ppcs"
"Thg1l"
"Tmem194"
"Zscan29"
"Fam35a"
"Fn1"
"Lins"
"Mansc1"
"Apod"
"Ano4"
"Uba2"
"Ifitm10"
"Dusp16"
"Sulf1"
"2810029C07Rik"
"Col11a1"
"Fam46c"
"Gm15860"
"Pms2"
"Sostdc1"
"1700007J10Rik"
"Atf3"
"Kctd16"
"4930430F08Rik"
"Scmh1"
"Tmem189"
"Cep290"
"Eef2"
"Ctu2"
"Ppfibp1"
"Efcab5"
"Npas4"
"Dpp8"
"Aar2"
"Gdf11"
"Dgkb"
"Txndc12"
"Galnt14"
"Wwc2"
"Tyrobp"
"Smyd3"
"Gprin1"
"Nr4a2"
"Kdm4b"
"Enox2"
"Fam46a"
"Sepsecs"
"Suv39h1"
"Tab1"
"Vasp"
"Gm996"
"Gpr88"
"Mapk4"
"Cdc42bpa"
"Rnf168"
"6430573F11Rik"
"A830009L08Rik"
"Cdkl4"
"1110008L16Rik"
"Ctla2a"
"Rrp1b"
"Zfp958"
"Adap2"
"Asic1"
"Harbi1"
"Cldn11"
"Nol6"
"Cpne5"
"D430019H16Rik"
"mt-Rnr2"
"Clcn4-2"
"Ralbp1"
"Syt2"
"Mnat1"
"Ccdc22"
"Prrx1"
"Efcab2"
"Galk1"
"Rnf2"
"B3galt1"
"Grp"
"Psmd9"
"Cst7"
"Cdc16"
"A830010M20Rik"
"2810410L24Rik"
"2810454H06Rik"
"4732463B04Rik"
"AB041806"
"Arhgap19"
"BC065397"
"Bbs12"
"Bin3"
"Bloc1s3"
"Capsl"
"Casp7"
"Ccdc78"
"Cdt1"
"Cercam"
"Cerkl"
"Col8a1"
"Crybb3"
"Dnmbp"
"Dok7"
"Ears2"
"Epb4.1l5"
"Ephb2"
"Gm13524"
"Gm15627"
"Gm19426"
"Gm28424"
"Gm37258"
"Gnb1l"
"Gpr183"
"Hlcs"
"Htr6"
"Itgb3"
"Itih2"
"Kif6"
"Lmf2"
"Ly6g6e"
"Man2b2"
"Mapk12"
"Mboat1"
"Mxra8"
"Myh11"
"Myh15"
"Neu4"
"Nipal4"
"Nostrin"
"Nxpe4"
"Oprk1"
"Otof"
"Piezo1"
"Pip5kl1"
"RP23-121M13.2"
"RP24-79A6.8"
"Rab37"
"Rasal3"
"Rnf213"
"Rttn"
"Serhl"
"Slc52a2"
"Slc8b1"
"Sox14"
"Spag4"
"Spag5"
"Stox1"
"Taf4b"
"Th"
"Tmem132c"
"Zfp141"
"Zfp213"
"Zfp300"
"Zfp36"
"Zfp51"
"Zfp784"
"Lgals3"
"Asxl3"
"Mcat"
"Oaf"
"Rdh13"
"Taf5"
"Zfp40"
"Atp13a1"
"Fbxl14"
"Kbtbd3"
"Tbl1xr1"
"Arih2"
"Dcn"
"Prrc2c"
"Ppwd1"
"Nsun6"
"Nudt10"
"Zfp263"
"Hltf"
"Utrn"
"Trub2"
"4930570G19Rik"
"Colec12"
"Ppp1r3g"
"Zfp846"
"Lhx1os"
"Prkx"
"Saxo2"
"Gpr39"
"Commd6"
"Cdc34"
"Spon1"
"Kif1c"
"Sptb"
"Ahnak"
"Pdgfra"
"Ccdc153"
"Cnpy4"
"Elmod2"
"Pdpn"
"Thumpd2"
"Cep126"
"Smc4"
"St3gal5"
"Glg1"
"Sulf2"
"D19Bwg1357e"
"Ankrd28"
"Tmem129"
"Wdr53"
"1700007K13Rik"
"Slc7a1"
"Armcx3"
"Eif4ebp1"
"Tmem42"
"Cdc42ep3"
"Myh14"
"H2-D1"
"Malat1"
"Utp18"
"Ramp2"
"Tgfb2"
"Phip"
"Alkbh8"
"Adrbk2"
"Abi2"
"Ext1"
"Ahctf1"
"Rps6kl1"
"Gad2"
"Fam98c"
"Tmbim4"
"Rgs8"
"Wrn"
"Dis3l"
"Hemk1"
"Mob1a"
"Rpap3"
"Akap10"
"Car12"
"Gtpbp3"
"Myoc"
"Nudt1"
"Prdm16"
"Sall3"
"Scrn2"
"Unc45a"
"2810402E24Rik"
"B230369F24Rik"
"Exo5"
"Lrriq1"
"Otud3"
"Ptbp1"
"Zfp236"
"Ikbkg"
"Tubgcp6"
"Arl4a"
"Atg2a"
"4930581F22Rik"
"Phkg1"
"Git1"
"Tnrc6c"
"Smg6"
"P2ry12"
"Sema3e"
"Lpcat1"
"4921504A21Rik"
"9430053O09Rik"
"Aaed1"
"Acrbp"
"Adora2b"
"Airn"
"Atg4a"
"B230206L02Rik"
"BB218582"
"Bco2"
"C1ra"
"Ccdc57"
"Ccl3"
"Ccnjl"
"Cep41"
"Cfap44"
"Clec5a"
"Col3a1"
"Creb3l1"
"Creb3l2"
"Cyb5rl"
"D11Wsu47e"
"Dhrs13"
"Dhx37"
"Egln3"
"Fam161a"
"Fgd3"
"Fgf11"
"Gm14703"
"Gm17733"
"Gm20501"
"Gm26890"
"Gm26902"
"Gm27151"
"Gm38394"
"Grwd1"
"H2-Aa"
"Hps5"
"Htr1f"
"Htra3"
"Iigp1"
"Irx3"
"Kcns3"
"L3hypdh"
"Lancl3"
"Lat2"
"March11"
"Mdm1"
"Mylk3"
"N4bp3"
"Neu2"
"Nudt7"
"Plcd1"
"Plxna3"
"Primpol"
"Prr5"
"Rarg"
"Setd6"
"Slc13a3"
"Smim22"
"Spef2"
"Stc1"
"Tac2"
"Tmem180"
"Tmem37"
"Traf4"
"Traf5"
"Trim36"
"Uevld"
"Vwa3a"
"Wars2"
"Zfp28"
"Zfp438"
"Zkscan17"
"Ermn"
"Sec16a"
"Arhgap29"
"Epm2a"
"Pip5k1b"
"Amdhd2"
"Col4a2"
"Wasl"
"Jakmip3"
"Zmym1"
"Golga4"
"Pde4d"
"Cblb"
"Mta3"
"Apool"
"Ints6"
"Ogdhl"
"Pcbd1"
"Sntb2"
"Top1mt"
"Gcat"
"Grm8"
"Polr3c"
"Fndc5"
"Pnn"
"Htra1"
"Vim"
"Zbtb43"
"Hrasls"
"Ncbp1"
"Insig2"
"Pop4"
"Trpm3"
"1110034G24Rik"
"Chrnb2"
"Eif4ebp2"
"Fam134c"
"Alyref2"
"Bbs1"
"Caprin2"
"Fgd6"
"Plk3"
"RP23-231L15.4"
"Rnf215"
"Spata24"
"Trex1"
"Zfp944"
"Mlh3"
"Trmu"
"Itsn2"
"Maf"
"2610002J02Rik"
"AU040320"
"Psen2"
"Rnasel"
"Hbegf"
"Isyna1"
"Osbp2"
"Sh3kbp1"
"Lcorl"
"Stard4"
"Ipo7"
"Lrrtm4"
"Cep135"
"Gucy1a2"
"Afap1l1"
"Epha10"
"Insr"
"Sfxn2"
"Vwa8"
"Ypel1"
"Zfp507"
"Ric8"
"Zfc3h1"
"Lrp6"
"Ankrd33b"
"Hapln4"
"Lrrc41"
"Zfyve27"
"Gfap"
"Xrn2"
"Thoc2"
"Parg"
"Csf1"
"Efna5"
"Mphosph9"
"Syne2"
"Dcx"
"Irf8"
"Lig3"
"Rrbp1"
"C1ql3"
"L3mbtl3"
"Shisa9"
"Apc"
"Neat1"
"Itgb1"
"Herc1"
"Zkscan1"
"Il6st"
"Tor1b"
"Rhobtb2"
"Cfp"
"Kl"
"1190002N15Rik"
"6330418K02Rik"
"Aven"
"Bhlhe22"
"Cep112"
"Edem1"
"Fuk"
"Gdpd2"
"Gpr135"
"Gramd3"
"Mfsd10"
"Mfsd8"
"Plekha8"
"Sdpr"
"Tchp"
"Wdr24"
"Ccdc177"
"Zfp120"
"Lgr4"
"Mal"
"2810006K23Rik"
"Ilvbl"
"F730043M19Rik"
"Mta1"
"Pbrm1"
"Ablim2"
"Eif2ak1"
"Stxbp5l"
"AI314180"
"Chmp7"
"Sf3b1"
"Lmbrd1"
"C4b"
"Cdk7"
"4632427E13Rik"
"Atad2b"
"Cers6"
"Crlf2"
"Gm13205"
"Sptlc1"
"Hyou1"
"2310015A10Rik"
"3830403N18Rik"
"Arid3b"
"Bmper"
"Ccl12"
"Cdr2"
"Cenpj"
"Cep128"
"Cfap126"
"Cnnm3"
"Col5a2"
"Dnase2a"
"Efemp2"
"Eng"
"Foxq1"
"Gm13375"
"Gm14446"
"Gm17251"
"Gm26691"
"Gm5148"
"Gm5577"
"Grk4"
"Itfg3"
"Kcne2"
"Kiss1r"
"Lhx6"
"Mdc1"
"Mtrf1"
"Ndp"
"Nup37"
"Olfr287"
"Papolg"
"Pecam1"
"Psmc3ip"
"RP23-134H19.3"
"RP23-394G5.1"
"RP23-50E10.2"
"RP24-140D11.1"
"Rab42"
"Rbbp8"
"Rhbdd1"
"S1pr3"
"Serpinb9"
"Slc30a10"
"Slc35a3"
"Spata1"
"Steap1"
"Taf4a"
"Thsd4"
"Tmem69"
"Triobp"
"Ubox5"
"Xk"
"Zak"
"Zbed3"
"Zfp382"
"Zfp940"
"Arid3a"
"Cfap74"
"Csgalnact2"
"Efcab1"
"Gm37334"
"Tigd5"
"Tyk2"
"Cep350"
"Rrnad1"
"Irf2"
"Tro"
"Cdkl2"
"Vldlr"
"Fyb"
"Eif2b3"
"Kdm3a"
"Ppp2cb"
"Ccng1"
"Mturn"
"Bok"
"Ubr3"
"Chl1"
"Tmem57"
"Irak1bp1"
"Pef1"
"Rell1"
"Rnf152"
"Cep83os"
"Ldhd"
"Rhebl1"
"Akap9"
"Daxx"
"Osbpl11"
"Pibf1"
"Sass6"
"Snapc3"
"Vcpip1"
"Wwp1"
"Wipi1"
"Sphkap"
"Acadl"
"Ntan1"
"Adssl1"
"Nmral1"
"Gramd1b"
"Rasa3"
"Commd9"
"Trf"
"Abcg2"
"C1ql1"
"Ccdc171"
"Fbxo27"
"Ftx"
"Hdx"
"Inhba"
"Jsrp1"
"Lincpint"
"Mok"
"Naa16"
"Pigh"
"Pld4"
"Pnpt1"
"Ppard"
"RP24-158C2.3"
"Samd5"
"Spink8"
"Wdr20"
"Ints10"
"Psmd10"
"Nnat"
"Adgra1"
"Daam1"
"Gm21984"
"Synrg"
"Rsrc1"
"Zbtb38"
"Usp45"
"Snx24"
"Tmem87a"
"Zfp612"
"Gpr108"
"Bod1l"
"Zrsr2"
"Hars2"
"Kcnh1"
"Sdf2l1"
"Rfx3"
"Samd12"
"Fam13c"
"Prpf40a"
"Stau2"
"Fam73b"
"Ibtk"
"Bmpr1b"
"Cd83"
"Dbndd1"
"Lifr"
"Nubp2"
"Exosc4"
"Acap2"
"Esf1"
"Ppp1r1b"
"Ostc"
"Lancl1"
"Hdgfrp2"
"Gpd2"
"Ccdc124"
"Tgs1"
"Rap2b"
"Zc3h13"
"Cab39l"
"Lurap1"
"Tceb3"
"Cabin1"
"Dnmt1"
"Ipmk"
"Rint1"
"Ankrd11"
"Rexo1"
"Ago2"
"Gabra1"
"Fam134b"
"Erc2"
"Chd2"
"Snx19"
"Lrrn3"
"Vipas39"
"Zfp740"
"Grb14"
"Rgs17"
"Slk"
"Clmn"
"Afap1l2"
"Armcx6"
"Ccdc134"
"Cemip"
"Cfap46"
"Col6a2"
"Ctsk"
"Gm19445"
"Il6ra"
"Kif9"
"Meig1"
"Mtmr11"
"Nt5dc2"
"Nup210"
"Parp9"
"Plekhm1"
"Prune"
"Rad18"
"Rpl10"
"Slc6a13"
"Tdp1"
"Tesk2"
"Vps37d"
"Wdr76"
"2810405F17Rik"
"A430018G15Rik"
"A830073O21Rik"
"A930024E05Rik"
"Arhgap42"
"B230377A18Rik"
"Bambi"
"Bid"
"Ccdc37"
"Chrd"
"Dhfr"
"Dock2"
"Eef2kmt"
"F5"
"Fam19a4"
"Fam57a"
"Farp2"
"Gm11627"
"Gm12576"
"Gm9938"
"Gpr21"
"Gsap"
"Hsf4"
"Ifit1"
"Kctd12b"
"Mettl18"
"Obsl1"
"Pgpep1"
"Prmt10"
"Psrc1"
"Sema4f"
"Slc24a4"
"Slc25a13"
"Tcte2"
"Tep1"
"Tor3a"
"Wbscr27"
"Zfp128"
"Zfp407"
"Zfp46"
"Zfp566"
"Zfp810"
"Zic4"
"Arf2"
"Fam184a"
"Rps4l"
"Dhx38"
"Rab3gap2"
"Lrfn4"
"Sult1a1"
"Tchh"
"2610008E11Rik"
"A430035B10Rik"
"Ankrd6"
"Ccl25"
"Grip1"
"Lipt2"
"Mblac1"
"Mpzl1"
"Zbtb45"
"Map3k9"
"Mettl8"
"Ppp1r9a"
"Zmat4"
"Hsd17b12"
"Fam189a1"
"Ninj1"
"Robo1"
"Bmp1"
"Gtf2h4"
"Rnf145"
"Ttc28"
"Ugdh"
"Hadha"
"Ugt8a"
"Fam133b"
"R3hdm1"
"Esco1"
"Iqgap2"
"Cbll1"
"Deaf1"
"Gpr158"
"Itpr2"
"Ly86"
"Mtdh"
"Plcb4"
"Phf20"
"Pcm1"
"Aqp4"
"Vps39"
"Thoc1"
"Drosha"
"2210016F16Rik"
"Fam229b"
"Gmpr2"
"Trim46"
"Prdm2"
"Klf6"
"Casc4"
"Snx6"
"Scaper"
"Eif2b2"
"Prickle1"
"Fbxl5"
"Plxna4"
"Timm44"
"Laptm5"
"Tmed4"
"Serpini1"
"Gtpbp4"
"Napg"
"Thap2"
"C230004F18Rik"
"Calml4"
"Capn7"
"Cyr61"
"Ofd1"
"Plekhg1"
"Poli"
"Trmt13"
"Zdhhc16"
"Nhlrc2"
"Zfp931"
"Tiparp"
"Chd5"
"Mtif2"
"Usp29"
"Clybl"
"2310061I04Rik"
"Mapk1ip1"
"Elac2"
"Smarcad1"
"Shank1"
"Ccdc92"
"Trpm7"
"Luzp1"
"Agap2"
"Rimbp2"
"Zfp322a"
"Arpp21"
"Ube2j1"
"Cdh13"
"Crcp"
"Gng7"
"Golga3"
"Usp39"
"5430416N02Rik"
"Bag3"
"Ddx51"
"Trim39"
"Adamtsl4"
"Cep85"
"Gkn3"
"Gmppb"
"Hsf2"
"Klhl26"
"Ncf1"
"Reln"
"Tspan4"
"Ttc32"
"Wdr92"
"Zfp518a"
"Zfp943"
"Znf512b"
"Ubqln1"
"Acbd5"
"Ppig"
"Zcchc7"
"Snap47"
"Wdr60"
"Cdk16"
"Dcaf8"
"R3hdm2"
"Tspyl5"
"Tmx4"
"Hexb"
"Srpk1"
"Dag1"
"Nt5dc3"
"0610009B22Rik"
"Krt222"
"Ddx41"
"Pde1b"
"Slc2a3"
"Traf3ip1"
"Cpne9"
"Zfp608"
"Alg14"
"Cpt1a"
"Rin2"
"Slc39a1"
"Ints7"
"Mad2l2"
"Pycard"
"Rarres2"
"Gabrg3"
"Egr4"
"Mphosph10"
"1700019D03Rik"
"Crem"
"Fnbp1l"
"Chd4"
"Srpk2"
"Hdlbp"
"Prpf6"
"Dennd5b"
"Hecw2"
"Bnip2"
"Cnot4"
"1810055G02Rik"
"4732440D04Rik"
"A930004J17Rik"
"Abcd1"
"Agbl3"
"Alg9"
"Atad5"
"Boc"
"Ccdc71l"
"Ccdc77"
"Chrdl1"
"Cish"
"Dpagt1"
"E430018J23Rik"
"Fbxo30"
"Fras1"
"Gemin6"
"Gp1bb"
"Krt18"
"Ldb3"
"Ldlrap1"
"Llgl2"
"March4"
"Mllt1"
"Myd88"
"Nudt6"
"Pggt1b"
"Prima1"
"Prmt6"
"Rac2"
"Slc41a2"
"Smad9"
"Snx33"
"Spred3"
"Stard5"
"Wscd2"
"Zfp354a"
"Zfp524"
"Zfp763"
"Zic2"
"1500015A07Rik"
"Blm"
"C920006O11Rik"
"Dclre1c"
"Efcab12"
"Erbb3"
"Fbln2"
"Gli3"
"Gpc4"
"Irf9"
"Kdelc2"
"Med26"
"Mfsd7b"
"Nup160"
"Pla2g15"
"Plcb2"
"Pmch"
"Reep4"
"Rgs14"
"Stard13"
"Sugct"
"Sumf2"
"Tgfb1i1"
"Tmem260"
"Traf2"
"Trim12c"
"Tyw1"
"Zdhhc18"
"Zfp354b"
"Zfp746"
"Zkscan14"
"Pgm2"
"Bicd2"
"Ubr4"
"Mag"
"Ccdc34"
"Wdr12"
"Carkd"
"Rab3c"
"Ccdc181"
"Rlbp1"
"Cep57"
"Fam50a"
"Usp10"
"Lrrcc1"
"Tbc1d15"
"Adcy5"
"Emx2"
"Gmeb1"
"Mios"
"Nbn"
"Nova1"
"Slc45a1"
"Xpa"
"Cln8"
"Pold3"
"Rwdd2a"
"Tmem176a"
"Ddhd1"
"Jagn1"
"Atp11c"
"Kbtbd7"
"Parp3"
"RP23-34P11.2"
"Sat2"
"Tox3"
"Wdr78"
"B4galt2"
"D730003I15Rik"
"Eepd1"
"Eif2ak2"
"Lats2"
"R3hcc1l"
"Zfp458"
"Pak2"
"Gad1"
"Yme1l1"
"Elp2"
"Lrrfip2"
"Flot2"
"Cds1"
"Galc"
"Wwtr1"
"Arhgap10"
"Fstl5"
"Gabpa"
"Gtf2e2"
"Tlcd1"
"6030458C11Rik"
"Ctdspl2"
"Cyb561d2"
"Lmo1"
"Phrf1"
"Ptpn18"
"Eea1"
"Rdx"
"Ttc33"
"Atl1"
"Cyth1"
"Rab11fip2"
"Rock1"
"Nceh1"
"Rreb1"
"Slco1c1"
"Hectd1"
"Ctage5"
"Ralgps2"
"Spns1"
"Gfod2"
"Mul1"
"Rnf24"
"Sec23ip"
"Mphosph8"
"Nkx6-2"
"Fgf9"
"Il33"
"Eif3a"
"Slc4a3"
"Cstf2"
"Tm9sf4"
"Cd52"
"Ublcp1"
"N4bp2l1"
"Sel1l3"
"Ctsh"
"Ino80"
"Rbm48"
"Rpgrip1l"
"Wdyhv1"
"Osbpl3"
"Ppa1"
"Hs6st2"
"Tenm1"
"Ubxn4"
"Foxp1"
"Hn1"
"Casc3"
"Kdm6a"
"Oscp1"
"Tmem64"
"B230118H07Rik"
"Ice1"
"Slc4a1ap"
"Kcnma1"
"Rilpl1"
"Fbxw2"
"Dcaf6"
"Ankle2"
"Shox2"
"Gzf1"
"Mroh1"
"Zfp553"
"Twistnb"
"Ogfrl1"
"Wapal"
"Usp15"
"Ppp1r12c"
"Rragd"
"Taok3"
"Cyp2d22"
"Crnkl1"
"Csgalnact1"
"Hccs"
"Klf10"
"Klhl12"
"Letmd1"
"Lysmd4"
"Nphp1"
"Pcdh19"
"Pik3c2a"
"Pinx1"
"Rasgrp2"
"Rnf139"
"Lias"
"Ccnd2"
"2210408I21Rik"
"Chtf8"
"Pnpla6"
"Cyb5d2"
"Lrrc8a"
"Riiad1"
"Ankrd44"
"Arhgap31"
"Bahd1"
"Gm13629"
"H2-Ke6"
"Lace1"
"Lrrc75a"
"Man2a1"
"Mest"
"Ppp2r3d"
"Smad2"
"Unc13b"
"Agtrap"
"Bcor"
"Cnnm2"
"Maml3"
"Pdzd2"
"Sema3a"
"Zbtb1"
"Zeb2os"
"Abcd3"
"Akr1a1"
"Prpf38b"
"Tsc1"
