19:5795690-5802672:Malat1	6:115931927-115938829:Rho	6:3993797-3997436:Gngt1	12:109541001-109571726:Meg3	1:87803680-87845158:Sag	MT:1094-2675:mt-Rnr2	12:100199435-100209806:Calm1	2:158375638-158386145:Snhg11	13:99898484-99900683:Cartpt	14:68083863-68089095:Nefl	1:150319417-150333905:Pdc	1:164437267-164458355:Atp1b1	MT:14145-15288:mt-Cytb	7:103826534-103828096:Hbb-bs	16:96467606-96525793:Pcp4	2:136713453-136782428:Snap25	11:120447605-120453500:Pde6g	8:110142539-110168206:Calb2	12:85473890-85477273:Fos	2:174284320-174346744:Gnas	14:52110704-52163546:Rpgrip1	9:107674477-107679592:Gnat1	11:67695326-67703333:Rcvrn	10:108497650-109010982:Syt1	1:79434669-79440090:Scg2	MT:2751-3707:mt-Nd1	14:68082590-68124846:Nefm	8:46206797-46211284:Slc25a4	17:46910459-46924933:Prph2	17:45567775-45573271:Hsp90ab1	15:98949841-98953551:Tuba1a	3:51388415-51396738:Mgarp	1:4343507-4360314:Rp1	4:155491361-155559269:Gnb1	16:94370618-94469222:Ttc3	17:28351515-28365182:Tulp1	4:95049034-95052222:Jun	5:142903115-142906754:Actb	17:87433412-87446935:Calm2	9:25252439-25308571:Sept7	5:108388391-108432397:Pde6b	14:34370274-34374789:Sncg	MT:11742-13565:mt-Nd5	16:96120618-96127729:Hmgn1	2:163994960-164018588:Ywhab	3:8509527-8561604:Stmn2	2:132781278-132795079:Chgb	9:31149557-31211815:Aplp2	12:111669355-111672338:Ckb	13:99421464-99516602:Map1b	1:153899944-153909723:Glul	7:126795234-126800751:Aldoa	10:98915152-99026143:Atp2b1	6:58905234-58907126:Nap1l5	X:160768013-160799663:Rs1	7:19696109-19699166:Apoe	1:169655501-169695813:Rgs5	6:136954523-136968865:Pde6h	4:134923592-134927671:D4Wsu53e	3:14886426-14900769:Car2	1:19208914-19238734:Tfap2b	6:29376671-29388468:Opn1sw	19:8927382-8929356:Rom1	X:103460375-103483217:Xist	11:62551171-62553213:Ubb	10:5639218-5647614:Vip	18:25477632-25753983:Celf4	1:22286251-22805994:Rims1	MT:3914-4951:mt-Nd2	12:72211752-72409054:Rtn1	11:78343482-78349164:Unc119	13:34074301-34078008:Tubb2a	12:110690605-110702728:Hsp90aa1	X:167207093-167209315:Tmsb4x	8:123373824-123404173:Tcf25	MT:10167-11544:mt-Nd4	9:59942771-59960659:Nr2e3	9:64922861-64951607:Slc24a1	16:84954440-85173707:App	6:11900373-11907446:Ndufa4	4:15881264-15908064:Calb1	11:32283511-32284465:Hba-a1	10:37133375-37138920:Marcks	5:104079111-104114088:Sparcl1	11:106780355-106789185:Ddx5	14:55518978-55524981:Nrl	2:79452521-79456751:Neurod1	6:52713729-52766780:Tax1bp1	6:51460434-51469894:Hnrnpa2b1	14:64588115-64593959:A930011O12Rik	19:9982703-9985092:Fth1	5:66676098-66687231:Uchl1	19:8836929-8839246:Gng3	7:64153835-64269775:Trpm1	13:54371349-54383917:Cplx2	5:33018816-33027966:Ywhah	10:79704491-79711969:Bsg	18:34859823-34864984:Egr1	19:7425901-7483289:Rtn3	2:181306459-181314500:Stmn3	2:148871722-148875692:Cst3	12:65062436-65073944:Fkbp3	9:59656368-59679375:Pkm	11:116021912-116027962:H3f3b	8:64592558-64693040:Cpe	8:120668222-120674207:Cox4i1	6:72957347-72958748:Tmsb10	1:78657825-78706987:Acsl3	10:57515774-57532530:Serinc1	4:21847583-21876475:Sfrs18	7:103812524-103813996:Hbb-bt	10:86690209-86705509:Hsp90b1	10:128083273-128090391:Atp5b	5:72603696-72642752:Cnga1	4:134243662-134245873:E130218I03Rik	11:87979525-87987533:Dynll2	3:145646971-145649985:Cyr61	9:44043384-44048579:Thy1	13:54758860-54766595:Sncb	11:21556787-21572367:Mdh1	16:44085402-44139705:Atp6v1a	6:124810586-124814296:Tpi1	6:124913681-124917946:Ptms	7:4119408-4136706:Ttyh1	16:13986604-14101500:2900011O08Rik	8:93809966-93969388:Gnao1	7:24978167-25005957:Atp1a3	11:87568903-87590539:Sept4	9:40800984-40805200:Hspa8	10:72654845-72674964:Zwint	11:95837216-95845734:Gngt2	16:91647506-91679221:Son	7:59982495-60140219:Snrpn	9:57600019-57606281:Cplx3	9:62341293-62378812:Anp32a	1:178323074-178337797:Hnrnpu	2:34771970-34776531:Hspa5	11:94287890-94321988:Luc7l3	3:80684936-80802791:Gria2	15:35925886-35938246:Cox6c	11:72027963-72037509:Aipl1	12:11325247-11436649:Vsnl1	17:23803187-23824739:Srrm2	2:105668900-105697364:Pax6	16:42248442-42340651:Gap43	14:73362231-73385271:Itm2b	3:90072649-90100902:Tpm3	6:67266979-67289302:Serbp1	17:25717171-25719406:Gng13	4:132530555-132533659:Atpif1	3:126921606-127499259:Ank2	7:46841475-46855627:Ldha	11:55394500-55420080:Sparc	13:116298281-116309688:Isl1	8:95676980-95715119:Ndrg4	3:95929246-95947390:Anp32e	11:32296489-32297298:Hba-a2	11:75732869-75765845:Ywhae	4:131923413-132075321:Epb4.1	7:112116019-112159057:Dkk3	7:51621830-51671125:Slc17a6	11:50293961-50325673:Canx	7:118118891-118129625:Arl6ip1	11:102939264-102946688:C1ql1	11:29692947-29744331:Rtn4	11:78322968-78327781:Aldoc	9:109077988-109082381:Tma7	6:120795245-120822685:Atp6v1e1	19:7215158-7217616:Cox8a	1:86344719-86359455:Ncl	11:52360860-52389397:Vdac1	11:74673949-74724670:Pafah1b1	12:59066919-59074017:Pnn	11:52231995-52246858:Skp1a	14:65968483-65981548:Clu	18:35562158-35592045:Matr3	15:102470632-102500059:Pcbp2	6:114282635-114317522:Slc6a1	12:83631236-83683123:Rbm25	6:49822710-49829507:Npy	6:124760053-124769673:Eno2	X:7919822-7924410:Pcsk1n	16:49855618-49915010:Cd47	X:136066564-136068236:Bex2	16:37868389-37888858:Lrrc58	13:56288647-56296551:Cxcl14	3:82092428-82145877:Gucy1a3	9:72662346-72749852:Nedd4	MT:70-1024:mt-Rnr1	X:10485158-10596605:Tspan7	7:16915379-16924114:Calm3	12:102554969-102565027:Chga	11:6467599-6476076:Purb	7:100607410-100641268:Rab6a	1:75546266-75562172:Slc4a3	X:106015700-106022450:Cox7b	8:70754679-70758677:Rab3a	8:3623371-3625545:Pcp2	3:96181151-96195521:Sv2a	1:161982453-162478034:Dnm3	11:103821782-103954056:Nsf	15:98931425-98934565:Tuba1b	3:95219135-95228677:Mllt11	18:33437019-33464029:Nrep	15:25363285-25413764:Basp1	2:115863064-116065839:Meis2	7:111067985-111083030:Eif4g2	3:105942698-105960099:Atp5f1	19:47014698-47025327:Ina	15:36770770-36794547:Ywhaz	12:79208914-79222665:Rdh12	11:30099395-30268175:Sptbn1	9:109931458-110083947:Map4	8:62951009-63357103:Spock3	5:129881156-129887470:Chchd2	10:75859353-75860250:Mif	16:16312235-16359030:Dnm1l	10:107271843-107425143:Lin7a	8:123411424-123422015:Tubb3	9:56135885-56161070:Tspan3	2:13573927-13582826:Vim	4:83455680-83486459:Psip1	7:141426446-141429491:Cend1	X:94535474-94542143:Maged1	18:34220924-34322189:Apc	1:59120936-59163389:Mpp4	11:88339382-88718513:Msi2	14:30548359-30574722:Tkt	9:79755241-79759853:Cox7a2	17:35833926-35838306:Tubb5	7:13398132-13408887:Cabp5	1:163779583-163917109:Kifap3	2:157560078-157562522:Nnat	MT:5328-6872:mt-Co1	X:135742733-135803474:Gprasp1	12:111961376-111966977:2010107E04Rik	19:6418731-6544169:Nrxn2	11:23007531-23030788:Fam161a	X:74127464-74150760:Opn1mw	8:84841850-84846934:Calr	7:126816885-126830219:Fam57b	12:73901375-73947530:Hif1a	11:42130939-42182930:Gabra1	18:65955727-65970178:Cplx4	16:45711230-45724608:Tagln3	3:32949408-33143247:Pex5l	5:115345642-115348981:Cox6a1	5:125385965-125390202:Ubc	4:137319696-137357720:Cdc42	X:105797615-105929397:Atrx	X:36795651-36798807:Slc25a5	9:57521232-57532424:Cox5a	18:61220482-61289924:Pde6a	12:111758849-111807844:Klc1	2:156147239-156180238:Rbm39	17:47385393-47392967:Guca1b	2:148693985-148732467:Napb	7:79374871-79387027:Rlbp1	10:112925438-112929026:Atxn7l3b	3:88744700-88775164:Syt11	4:149176319-149307693:Kif1b	5:120940502-121009518:Rph3a	18:77773729-77782869:Atp5a1	17:65967501-66077089:Ankrd12	9:103112074-103185270:Rab6b	10:130268153-130280240:Neurod4	2:32787602-32847239:Stxbp1	2:70553072-70602014:Gad1	5:4803391-5420312:Cdk14	1:135232045-135233404:Gm4204	5:88583574-88642671:Rufy3	9:83778692-83806277:Elovl4	12:88722876-90334935:Nrxn3	11:69599736-69605942:Atp1b2	9:21616169-21704230:Smarca4	19:11775119-11819403:Stx3	4:136143497-136145755:Id3	4:8535644-8607778:Rab2a	8:95239045-95306585:Cngb1	4:138454314-138460123:Camk2n1	1:83254139-83408200:Sphkap	14:37120444-37135322:Ghitm	9:58582240-58657955:Nptn	19:53892231-53929861:Pdcd4	4:119277981-119294604:Ybx1	13:23953456-23991214:Scgn	18:64499665-64516557:Nars	15:81363669-81400077:St13	3:102010145-102015492:Nhlh2	15:66929321-66969640:Ndrg1	15:36595661-36608973:Pabpc1	10:80826656-80829290:Oaz1	2:73908447-73911326:Atp5g3	9:75643264-75683996:Scg3	8:119344538-119348927:Hsbp1	8:54954728-55060877:Gpm6a	10:20952547-21080428:Ahi1	4:156246973-156255338:Samd11	16:41532858-42181679:Lsamp	9:61913284-61914538:Rplp1	13:36725625-36734477:Nrn1	11:93956979-93968521:Nme1	10:78400362-78413043:Rrp1	7:30616974-30626151:Cox6b1	18:60774510-60778546:Rps14	10:34297421-34301308:Tspyl4	19:8888903-8890740:1810009A15Rik	3:51404677-51408988:Ndufc1	8:83571700-83594491:Tecr	11:53427922-53430831:Uqcrq	5:38137193-38159467:Nsg1	4:123349633-123684360:Macf1	1:162670725-162740556:Prrc2c	6:125095981-125130591:Chd4	14:48657679-48667644:Otx2	2:136052239-136069917:Lamp5	3:30792876-30821263:Sec62	5:123728426-123749414:Rsrc2	6:124834240-124840275:Gnb3	8:94179089-94180325:Mt1	10:94293665-94298703:Gm4792	18:61555274-61590061:Csnk1a1	1:190118038-190170680:Prox1	14:76414961-76507765:Tsc22d1	10:77290726-77418270:Adarb1	11:90336536-90390895:Hlf	X:136270253-136271978:Ngfrap1	14:54642161-54686931:Acin1	19:5490485-5494029:Cfl1	16:84827866-84835625:Atp5j	8:120114152-120165306:6430548M08Rik	2:10056016-10080510:Atp5c1	6:142490249-142507957:Ldhb	15:12117831-12185683:Zfr	4:155704800-155733879:Ssu72	5:77349240-77408045:Igfbp7	3:108092789-108101432:Gnat2	13:25252040-25270502:Nrsn1	2:49619298-49774778:Kif5c	16:38089001-38246084:Gsk3b	14:29018208-29033642:Lrtm1	2:155236533-155250277:Dynlrb1	2:22622205-22693874:Gad2	11:54866383-54870501:Hint1	7:15865947-15879968:Crx	8:84969587-84974834:Prdx2	X:100605497-100618493:Arr3	10:60277627-60302597:Psap	2:113776362-113829121:Scg5	5:43993625-44102032:Prom1	11:98740638-98769006:Thra	2:167103378-167190155:Kcnb1	2:155276297-155278073:Map1lc3a	14:103113411-103346814:Mycbp2	18:35598617-35617186:Paip2	9:64173387-64178562:Rpl4	10:25359798-25523519:Epb4.1l2	2:125673100-125675638:Eid1	8:84976909-84978748:Junb	7:45376462-45395692:Snrnp70	6:91684067-91759063:Slc6a6	7:16944682-16948828:Pnmal2	15:90933276-91049948:Kif21a	9:47530173-47857637:Cadm1	17:64281005-64331916:Pja2	4:75941238-78211961:Ptprd	7:34202122-34230289:Gpi1	9:121719169-121756843:Nktr	2:180036373-180042433:Psma7	7:97400003-97407802:Ndufc2	15:82350139-82354291:Ndufa6	3:57841895-57847564:Pfn2	10:91116574-91124059:Slc25a3	X:36598206-36606079:Pgrmc1	11:116653534-116668389:Gm11744	14:47663756-47736563:Ktn1	1:66175273-66442583:Map2	5:108433244-108434448:Atp5k	2:135659011-136014593:Plcb4	15:11981339-11996983:Sub1	7:100642892-100662414:Plekhb1	11:109225355-109298129:Rgs9	11:69088490-69092384:Vamp2	17:85613608-85629302:Six3	1:85894281-85908675:Itm2c	2:131909928-131938429:Prnp	1:172196728-172206804:Pea15a	11:101009452-101063719:Atp6v0a1	18:36281097-36301521:Pura	3:126596302-126844913:Camk2d	14:13284780-13615459:Synpr	6:60731573-60829855:Snca	5:145183698-145192062:Atp5j2	17:47394560-47400584:Guca1a	7:126546455-126566411:Eif3c	1:23844846-23922317:Smap1	X:37187588-37191163:Ndufa1	1:84369841-84696221:Dner	6:129533200-129542331:Gabarapl1	5:114942158-114949783:2210016L21Rik	2:119594297-119607502:1700020I14Rik	2:37483228-37703859:Strbp	8:84946991-84956603:Rtbdn	4:127021324-127037013:Sfpq	11:53259814-53300457:Hspa4	10:78269178-78352489:Agpat3	14:19872559-19977627:Gng2	11:41910195-42000857:Gabrg2	10:100488289-100573655:Cep290	3:33799955-33814860:Ttc14	8:71560556-71566649:Nxnl1	9:4417899-4796234:Gria4	14:63122462-63145919:Ctsb	17:39846958-39848788:Gm26924	15:34238026-34284295:Laptm4b	11:109649405-109669656:Prkar1a	1:171173262-171196268:Pcp4l1	10:70557682-70655965:Phyhipl	2:69193895-69206194:Spc25	9:22015005-22052023:Elavl3	5:65537233-65598988:Ube2k	12:80107760-80113013:Zfp36l1	10:75935573-75937725:Chchd10	19:18930605-19111196:Rorb	6:133105239-133107747:2700089E24Rik	13:97067287-97129521:Fam169a	8:69088646-69113711:Atp6v1b2	2:59899363-60209839:Baz2b	9:68653786-69388246:Rora	X:82948870-85206141:Dmd	19:43499752-43524605:Got1	16:91684398-91931687:Atp5o	14:12372563-12823079:Cadps	7:46396497-46438375:Kcnc1	12:78842989-78861638:Atp6v1d	7:62348277-62349928:Ndn	11:32000463-32059202:Nsg2	14:33954022-33964216:Rbp3	13:64363214-64370306:Ctsl	2:6539694-7509563:Celf2	10:127225696-127263363:Kif5a	17:26505590-26508519:Dusp1	10:128459236-128490173:Smarcc2	X:7638471-7653256:Syp	7:28376784-28379255:Zfp36	9:52673044-52679429:AI593442	18:69344146-69687967:Tcf4	15:103530279-103537992:Ppp1r1a	1:54985169-55027478:Sf3b1	15:79527707-79546741:Ddx17	4:138216296-138244683:Hp1bp3	11:4701973-4704342:Uqcr10	5:135908409-135934616:Ywhag	6:7554879-7565834:Tac1	10:76761857-76961887:Pcbp3	2:121289600-121310832:Map1a	16:57353093-57573126:Filip1l	13:48261427-48264036:Id4	3:82032004-82074711:Gucy1b3	11:95414080-95493406:Spop	8:60910389-60983300:Clcn3	4:117884326-117887333:Atp6v0b	1:169741477-169747642:Rgs4	11:69340461-69342641:A030009H04Rik	19:58795751-58860984:Hspa12a	4:135320484-135353321:Srrm1	3:158010473-158036639:Srsf11	17:70973920-70990787:Myl12b	3:40744495-40796103:Hspa4l	18:31437808-31447415:Syt4	X:150983141-151017322:Gnl3l	10:71330480-71344954:Cisd1	7:99477896-99483738:Rps3	12:21390071-21417637:Ywhaq	11:29221532-29247409:Ccdc104	5:14514918-14860184:Pclo	18:86711110-86718283:Cbln2	1:93015456-93101865:Kif1a	3:108424865-108445209:Sars	2:143915320-143943324:Dstn	X:41794991-41920674:Thoc2	3:157534160-157548390:Zranb2	9:75071015-75223688:Myo5a	1:23366424-23383175:Ogfrl1	4:95967240-96025413:Hook1	7:15917208-15922402:Sepw1	13:6579768-6648777:Pfkp	16:21649045-21694665:2510009E07Rik	2:150680699-150689360:Vsx1	6:48537569-48541798:Atp6v0e2	14:52073380-52104028:Hnrnpc	11:58932288-58938916:Rnf187	18:34344889-34373415:Reep5	18:30973489-31317290:Rit2	6:131364858-131388450:Ybx3	10:20148471-20281589:Map7	8:8666577-8690537:Arglu1	6:17636234-17666972:Capza2	15:41447482-41861048:Oxr1	8:41239759-41334086:Pcm1
91	5	4	127	2	64	127	95	151	182	2	149	117	0	179	131	0	169	0	73	0	0	0	68	83	75	146	109	0	98	104	36	3	11	85	0	0	75	82	30	1	84	41	0	66	68	39	68	62	60	7	64	28	66	0	0	0	1	23	1	0	0	2	5	52	0	28	1	48	56	3	62	36	56	63	41	1	0	36	54	9	0	28	63	16	1	1	28	17	8	48	64	62	0	40	58	24	0	60	64	19	45	39	12	33	43	45	2	56	20	0	14	45	1	50	40	0	61	44	47	48	46	27	11	33	40	46	7	45	53	0	16	53	0	31	30	23	17	6	36	1	45	14	8	38	40	8	32	2	40	25	30	0	18	42	1	0	29	5	11	70	28	30	0	29	29	3	34	31	21	34	36	10	34	9	27	14	1	14	0	53	42	16	26	35	4	0	23	8	39	35	48	17	36	14	30	41	0	26	29	23	49	44	16	30	0	22	29	41	29	0	21	20	19	34	13	35	6	41	30	1	16	52	27	17	0	4	22	26	47	0	37	4	20	17	28	16	0	0	24	6	19	1	0	26	7	38	27	29	12	37	41	1	38	6	0	32	0	16	29	21	19	29	8	36	0	29	0	18	14	25	7	8	7	9	0	0	23	0	34	0	36	28	23	3	0	35	22	0	0	14	19	33	35	30	21	14	0	18	22	39	22	32	31	16	25	4	26	41	32	33	17	14	7	0	0	22	7	0	9	1	13	0	19	15	6	20	8	34	22	7	25	32	19	6	0	0	25	31	14	0	26	0	41	1	33	0	39	35	0	14	4	31	20	21	13	0	11	0	13	1	11	24	9	24	10	18	2	24	16	26	29	28	12	2	9	11	25	16	13	0	7	16	11	12	16	1	29	7	21	10	0	22	0	14	30	19	13	34	20	7	12	0	9	33	6	2	14	1	8	0	16	28	10	12	22	5	16	0	13	17	0	21	2	11	8	28	4	3	1	27	15	6	27	26	16	28	1	27	8	26	0	12	20	0	8	0	4	6	16	11	27	24	1	12	37	0	2	5	7	15	17	37	26	22	5	11	32	15	15	25	24	14	20	19	6	0	15	16	17	2	13	23	20	4	16	8	25	0	23	5	24	30	27	0	2	7	16	16	10
128	10	9	229	0	85	65	124	4	157	2	182	100	0	62	102	3	99	6	88	1	2	3	51	58	86	101	94	0	105	66	6	0	13	74	1	1	55	76	24	2	78	61	2	80	119	31	50	36	66	2	45	11	83	0	1	0	0	20	0	0	0	1	0	48	0	45	3	49	41	3	65	46	27	57	54	3	1	37	37	0	0	32	10	19	1	0	27	29	2	54	63	60	0	45	58	13	2	56	62	12	53	39	5	37	57	51	11	47	9	0	21	42	1	31	56	1	48	29	43	46	43	31	5	43	25	64	0	39	65	0	12	31	0	18	14	22	13	21	43	1	75	36	21	32	18	5	32	0	42	31	23	1	17	35	3	0	23	1	10	44	32	38	0	35	49	0	35	37	24	37	36	10	18	13	24	11	10	17	0	38	16	7	27	27	0	1	24	23	16	33	26	19	41	10	53	30	0	40	30	31	34	40	1	30	27	25	34	17	26	0	31	26	7	27	20	30	11	29	11	0	13	41	20	19	1	3	13	26	19	0	20	0	25	37	33	16	0	0	22	3	13	10	0	18	2	22	14	17	10	30	27	1	24	8	1	32	0	8	28	17	34	32	3	38	0	35	0	14	5	25	13	16	2	5	2	0	20	1	17	26	21	25	13	11	0	22	20	1	0	11	8	30	9	26	14	11	0	13	16	13	16	30	33	12	20	4	19	28	27	24	21	16	11	1	0	18	9	0	8	0	19	0	14	27	2	36	4	17	28	12	23	33	16	9	1	0	13	14	24	0	15	13	24	0	17	0	22	21	0	16	5	23	14	23	23	2	21	2	8	0	6	15	16	22	1	20	6	27	18	14	25	21	15	1	14	10	30	17	14	0	0	18	8	9	8	13	21	18	18	4	51	18	0	17	21	18	15	30	17	4	12	0	8	18	2	10	20	3	4	0	31	12	25	6	22	1	9	0	5	15	0	21	7	7	4	20	3	3	4	31	15	15	16	14	14	23	0	12	6	23	1	11	23	0	13	1	2	12	8	13	20	18	0	14	16	0	1	1	7	15	18	9	15	20	9	10	16	15	13	21	13	9	17	15	12	0	14	23	11	2	11	19	17	4	18	12	20	0	9	15	10	23	13	3	1	4	15	17	17
108	2	4	123	1	64	133	56	89	171	1	119	149	0	125	97	0	94	4	83	0	2	0	50	9	78	101	101	1	64	106	39	0	6	56	1	1	70	78	22	1	119	51	3	52	62	25	36	45	67	1	72	7	33	0	0	0	0	21	0	0	0	1	6	59	0	23	5	40	61	5	55	31	56	39	42	0	0	48	49	2	0	25	32	18	0	1	25	32	1	44	57	48	0	8	52	17	0	41	52	10	42	42	18	38	36	50	2	36	7	0	8	33	0	24	34	0	55	19	49	16	36	13	5	30	25	41	2	42	38	0	13	52	0	15	10	19	6	7	31	0	23	22	10	43	25	4	18	2	45	12	30	0	3	45	2	0	26	2	3	32	28	27	0	24	37	2	20	34	19	28	36	3	39	13	5	6	5	12	0	34	17	4	14	31	0	14	26	10	36	39	31	1	26	4	22	32	2	17	10	17	34	26	12	20	4	17	24	46	30	0	19	21	5	38	20	21	6	52	22	0	27	32	21	7	2	5	7	32	30	0	34	18	17	13	26	7	2	0	14	4	9	6	0	34	0	32	22	30	9	15	39	1	26	5	0	18	0	22	29	10	15	26	4	21	0	16	0	36	7	15	10	1	1	8	1	0	23	1	11	5	20	25	30	4	0	16	17	0	0	8	9	18	7	28	16	9	0	12	23	21	22	15	28	9	19	1	32	25	16	32	6	5	5	1	0	13	0	0	0	0	15	0	28	12	3	13	4	14	23	5	16	18	17	1	0	0	7	24	11	0	14	1	33	1	19	0	21	19	1	5	1	25	13	27	11	1	15	0	8	0	9	19	6	17	3	23	1	19	26	22	19	18	17	0	4	1	15	10	20	0	0	16	5	11	15	17	12	8	14	0	2	21	0	16	11	22	22	19	20	6	10	0	2	7	1	9	16	0	3	0	4	20	20	4	21	8	12	0	4	17	0	15	1	14	2	11	4	3	2	10	30	2	10	6	26	17	0	5	2	14	1	5	7	0	9	3	9	10	9	8	16	13	0	12	26	0	5	11	9	10	18	26	5	15	10	6	17	17	7	7	14	13	17	14	3	0	24	7	24	1	6	12	9	4	23	10	10	0	17	8	26	13	11	1	0	3	15	1	4
128	4	0	157	4	74	89	86	0	106	2	93	79	0	22	63	1	47	0	34	1	0	0	53	9	56	56	51	1	47	57	8	1	9	60	1	8	41	42	15	1	45	34	2	52	41	12	27	14	60	0	38	11	31	1	0	0	1	27	2	0	0	1	0	37	0	21	2	29	52	1	39	24	31	34	25	1	0	43	30	0	0	10	46	7	0	1	26	12	10	14	28	15	0	18	29	7	0	50	21	7	18	20	7	29	25	16	11	38	14	0	19	25	0	14	13	0	42	11	14	25	19	17	4	20	23	27	2	21	17	0	21	22	0	8	14	9	13	16	15	0	13	6	7	29	20	6	17	0	16	27	10	0	10	12	6	0	22	0	2	42	12	20	0	23	22	0	26	14	18	16	11	5	31	0	18	8	3	11	0	17	8	26	21	17	0	3	17	11	18	20	21	9	15	4	8	13	0	14	11	16	23	11	7	10	0	14	20	11	20	1	13	12	23	6	4	14	7	33	18	0	8	19	10	17	0	2	5	15	16	0	19	0	14	14	14	12	1	0	8	3	11	0	2	21	4	9	13	18	10	15	15	0	22	4	0	15	0	16	20	16	19	16	5	19	0	9	0	18	4	20	8	13	3	13	1	0	18	1	18	14	18	17	17	9	0	10	9	0	0	11	5	10	13	15	16	7	0	15	10	16	7	16	8	1	12	2	7	16	6	15	7	14	7	0	0	16	6	2	0	0	10	0	10	5	10	8	8	13	14	2	10	21	9	7	0	1	11	8	8	0	12	0	6	0	11	0	15	18	0	12	2	12	12	9	7	0	7	0	7	2	8	22	8	13	6	13	5	11	11	11	5	13	8	0	2	8	6	15	9	0	1	10	0	9	3	8	14	10	14	5	19	8	1	7	7	8	11	7	12	4	12	0	6	8	5	6	10	2	4	0	14	8	18	2	16	6	13	0	7	7	0	12	7	12	5	14	5	11	0	16	3	2	3	4	6	22	0	10	3	13	0	11	21	0	6	2	4	6	7	5	9	10	0	4	9	0	0	3	10	8	5	30	7	8	5	8	10	6	13	7	18	5	6	5	8	0	9	8	16	5	6	13	10	3	2	11	5	0	13	4	6	12	10	0	1	4	11	10	9
103	2	0	104	0	65	114	66	3	136	1	81	84	0	57	61	0	0	1	41	1	0	1	39	7	41	81	69	1	54	55	32	1	8	64	0	2	49	57	14	0	58	15	1	42	36	6	28	12	52	2	33	9	28	0	1	0	0	11	1	0	0	0	3	42	0	9	2	17	31	2	23	31	34	40	22	0	0	44	20	23	0	15	9	7	0	0	19	10	4	23	18	27	0	8	44	19	1	28	38	6	27	20	9	23	18	35	1	17	8	0	16	23	0	17	21	0	27	21	34	20	25	14	5	26	21	26	4	33	38	0	12	38	0	15	9	9	13	4	13	0	24	15	5	22	12	2	21	0	31	15	19	0	17	23	3	0	30	2	0	28	17	23	0	30	3	3	21	13	17	22	28	9	28	5	14	10	1	6	7	22	11	7	13	28	0	11	17	3	18	23	7	9	23	3	17	32	0	13	10	19	20	14	8	22	0	22	23	30	23	0	6	15	6	20	10	17	7	24	9	0	10	20	11	10	2	5	4	16	19	0	26	1	14	19	9	3	0	0	8	1	20	0	0	14	2	15	11	12	9	14	14	0	13	4	0	18	1	18	12	17	10	21	2	23	0	13	0	31	7	13	1	1	4	5	0	0	23	1	3	0	20	17	11	1	0	16	8	0	0	8	12	17	8	14	6	9	1	21	1	11	11	13	8	3	11	2	13	17	15	17	11	4	8	0	0	9	4	0	2	0	8	0	9	24	5	15	3	15	12	3	11	7	11	5	2	0	6	9	11	0	14	0	15	0	10	0	9	14	0	3	1	17	8	9	9	1	8	0	5	0	12	12	4	12	0	13	3	13	14	7	10	12	23	0	4	6	17	3	9	0	0	11	8	8	9	4	15	10	10	3	23	15	0	8	16	10	7	13	9	5	15	0	1	7	1	10	8	1	1	0	5	12	7	2	9	1	15	0	7	9	0	4	4	7	7	10	4	10	1	14	16	4	1	15	12	6	0	11	2	25	0	6	8	0	1	0	3	7	4	6	12	12	0	3	8	0	0	8	6	8	9	12	6	13	4	2	13	6	5	4	10	9	13	6	3	0	13	11	10	3	17	7	5	1	19	13	13	0	10	6	8	10	10	0	0	4	15	2	3
