Zg16	Clca1	Muc2	Lypd8	Sprr2a2	Igkc	Plac8	Tff3	Mptx1	Fcgbp	mt-Co2	S100a6	Saa1	Actb	Muc3	mt-Co1	Dmbt1	Krt8	Spink1	Reg4	Igha	mt-Atp6	mt-Cytb	Muc13	Txn1	Krt20	Prdx6	Tspan1	mt-Nd1	Spink4	Jchain	Ly6a	Ceacam1	Sval1	Tpt1	Agr2	mt-Nd4	B2m	mt-Nd2	mt-Co3	Ptma	Lgals3	Car4	Actg1	Slc25a5	Ppia	Rps23	H2-Aa	Eef1a1	Ccl6	Rpl23	Tmsb4x	Rack1	Rpl27a	Guca2a	Reg3b	Rps24	Reg3g	Plet1	1810065E05Rik	Rps21	Scd2	Slc26a3	Ly6e	Atp1b1	Cox7c	mt-Nd3	Rplp0	Aqp8	Calr	Cox8a	Tgm3	Dstn	Calm1	Hsd11b2	Rps14	Rpl10a	Rpl41	Slpi	Crip1	Oit1	Aqp4	Hspa5	Mgat4c	Gm29123	Rps3a1	Rpl15	Itm2b	Lgals4	Ifit1bl1	Rps20	Rps7	Gm10053	Rpl30	Car1	Eif2s2	Rps27a	Cox6a1	Rpl39	Rps16	Cox5a	Rps3	Rpl18a	Rps9	Rpl17	Myl6	Gpa33	Tspan8	Gapdh	Rpl35a	Rpl7	Chchd2	Tm9sf2	Retnlb	Hsp90ab1	Cox4i1	Rpl31	Wdr24	Rpl13a	Slc26a2	Atp5g3	Gfpt1	Rps13	Actn4	Arf1	Tgoln1	Slc25a3	Rpl28	Rps29	Gm20594	Sectm1b	Mxd1	mt-Nd5	H2-Eb1	Ezr	Tmbim6	Cox6b1	Srsf1	Rps11	Atp5a1	Ces2c	Prdx1	Rpl37a	Atp1a1	Rpl5	Hmgb2	Uqcrb	Serinc3	Rpl37	Maoa	Cd9	Clca3b	Fos	Rpl12	Jun	Klf4	Clec2h	Smim14	Rfk	Tmem59	Rps26	Manf	Rpl4	Rps25	Eef1b2	Rps19	Sycn	Tubb5	Tmem86a	Gm8797	Cdh17	Cdkn1a	Ccnd2	Hk2	Pls1	Fth1	Upp1	Nfatc2	Cdh1	Ubc	Rpl6	2200002D01Rik	Krt19	Rps17	Rpl7a	Adh1	Fabp6	Rep15	Gzma	Gnas	Rps28	Ldha	Cldn7	Spint2	Hspa8	Hmgb1	Gng5	Dynll1	Rpl10	Id1	Rps18	Cs	Cox6c	Sec61b	Klk1	P4hb	Hint1	Mgst3	Snrpf	Txndc5	Gm17541	H3f3a	Rps8	Serf2	Tm9sf3	Clca4b	Tmed2	Pabpc1	Prr13	Xist	Cd63	Hdgf	H3f3b	Myl12b	Tagln2	Pdia6	S100a10	Rps4x	Gm11808	Rps6	Rpl14	Cystm1	Tm4sf20	Slc44a4	Slc10a7	Rplp1	Atp5g1	Vdac2	Ybx1	Cdhr5	Rpn1	Bcas1	Cd74	Gm9844	Pfn1	Set	Ceacam10	Rpl13	Rps15a	Hsp90b1	Gsdmc4	H2-Ab1	Aldh2	Atp5l	Tpd52	Calm2	Slc12a2	Ggh	Ckmt1	Chp1	Pigr	Ctnnd1	Iqgap2	Cd177	Serp1	Ahnak	Car2	Rnf31	Rpl19	Rpsa	Fut2	Duox2	Cmpk1	Ms4a8a	Spcs2	Dmxl1	Prss32	Clic1	Aco2	Pcbp2	Wbp5	Rpl22	Actr3	Anxa2	Ywhaz	Cox5b	Emp1	Cd24a	Rrbp1	Nov	Slc13a2	Gprc5a	Tmprss2	Tuba1b	Sri	Cd164	Btf3	Hmgcs1	Slc6a8	Tmed10	Ptp4a1	Cox7a2	Fxyd3	Mdh1	Myh14	Gpx2	Eef1g	Serpinb1a	Gcnt3	Pdlim1	2210407C18Rik	Mboat1	Ctsb	S100a11	Lars2	Sec61g	Galnt7	Atp5c1	Pkn2	Rps5	Cox7b	Dsg2	Dbi	Serpinb6a	Cd38	St6galnac6	Uqcrq	Arf4	Apol10a	S100a16	Lama4	Ndufa4	Atp5b	Lrrc58	Uqcr10	Pmp22	Rpl36a	Smpdl3a	Ywhab	Gmds	Gnb1	Ucp2	Rbm47	Atp5g2	Creb3l1	Qsox1	Zfp644	Ctnnb1	Hepacam2	Atp5j	Id3	Rac1	Ndufb8	Ywhae	Sqrdl	Mcl1	Klf6	Hnrnpab	Gsn	Glul	Sppl2a	Rps10	Rpl26	Ces2e	Arpc2	Dlk1	Sypl	Ostc	Npm1	Sec61a1	Rpl8	Gda	St3gal4	Hnrnpf	B3gnt7	Tapbp	Krt18	Atp5f1	Uqcrh	Ethe1	Golm1	Prdx5	Parm1	Pcbp1	Tkt	Ido1	Ybx3	Rpl38	Rnf128	Zfp36	Atp12a	Cyp4f14	Lurap1l	Hoxb13	Eif4g2	Hsp90aa1	Tram1	Capzb	S100a14	Nans	Ywhaq	Mrfap1	Arl1	Gna11	Serbp1	Lasp1	Atp5j2	Slc5a8	Shisa5	Gm4262	Atp6ap2	Rhoc	Hnrnpa2b1	Hnrnpa3	Slc6a14	Eif1	Aes	Ctss	Ahcyl2	Clcn2	Clic5	2010107E04Rik	Eef2	Ndufa6	Sult1b1	Eif5a	Pdia3	Suclg1	Scin	Ddost	Oaz1	Rab1a	Cldn3	Tax1bp1	Npc2	Stard10	Slc4a7	Deptor	Uba1	Ly6d	Arf6	Rpl32	Cdc42	Slc39a4	Rpl34	Gsto1	Ptms	Misp	Txnip	Nudt4	Gm1123	Ndufa2	Naca	Rplp2	Elf3	Slc35c1	Ier2	Srpk3	Msmo1	Higd1a	Cib1	Cycs	Rab2a	Usmg5	Uqcrc2	Chmp4b	Cpd	Hnf4a	Eif3c	Gabarap	Gbp2	Apobec1	Rpl3	Tmem45b	Pkm	Aph1a	Arpc3	Il13ra1	Suclg2	Ildr1	Gsr	Ddx5	Hist1h2bc	Tomm7	Rpl21	Rps12-ps3	Higd2a	Cttn	Ncl	Atp5o	Snhg8	Hgfac	Galnt12	Ceacam20	Mgat4b	Ccng2	Ubd	Arpc1b	Pla2g10	Tubb4b
488	61	78	52	98	0	21	99	0	95	116	61	47	47	15	115	6	19	63	0	0	68	29	32	38	16	20	24	32	25	0	20	29	5	22	12	16	18	22	33	5	7	23	8	17	8	4	9	6	6	1	12	3	1	1	0	2	1	4	4	6	3	6	11	14	11	9	0	5	13	15	1	15	5	21	3	3	7	21	11	6	0	9	0	2	4	3	15	5	1	0	3	8	3	2	15	3	5	2	3	6	2	4	1	1	14	1	6	4	1	1	6	17	0	0	9	4	3	2	14	3	5	2	10	7	8	2	2	3	7	2	2	4	3	2	5	3	9	5	5	5	1	2	6	1	0	4	3	2	1	3	0	0	0	0	12	2	5	6	13	1	6	2	3	1	1	8	0	2	5	4	6	3	6	4	4	1	2	7	3	1	1	3	0	0	0	0	9	0	2	1	9	4	4	0	0	10	6	1	4	2	1	4	1	0	5	3	1	3	0	2	9	2	7	5	3	3	2	3	0	7	2	8	3	2	1	2	0	6	0	0	1	1	3	2	4	4	5	3	2	0	7	2	7	1	0	3	0	0	5	0	0	5	1	4	0	1	5	1	4	5	3	6	1	2	3	1	2	1	0	6	1	3	2	2	2	2	4	6	1	1	1	5	3	6	1	0	0	12	0	0	2	3	0	1	2	1	2	6	4	5	0	3	2	1	0	1	2	5	6	2	1	1	0	1	1	3	0	0	0	0	2	0	3	0	2	3	4	0	6	3	3	2	5	1	1	0	0	3	3	2	3	2	1	0	4	2	3	4	3	3	4	0	2	0	2	1	1	5	1	6	2	2	1	2	0	0	2	0	2	2	2	1	1	1	3	3	2	2	1	2	2	4	2	1	0	2	1	7	0	1	2	2	1	2	4	1	1	1	3	1	5	1	0	0	1	0	0	7	0	3	1	3	0	2	3	3	1	1	1	1	2	1	2	2	2	3	3	2	3	3	1	6	0	4	4	1	0	1	0	1	0	4	3	1	1	1	0	3	1	3	1	2	0	5	0	1	2	0	0	2	0	2	2	5	3	4	0	1	5	1	4	0	1	0	1	4	4	0	6	0	1	0	4	0	0	3	1	0	1	0	0	2	1	2	2	0	1	1	2
21	4	8	11	6	0	1	2	3	0	63	13	1	19	4	22	33	20	1	2	0	27	60	7	17	1	3	3	30	1	0	7	4	0	44	1	33	19	24	11	23	1	0	13	15	21	40	4	18	1	37	7	39	31	1	0	31	0	0	1	30	14	0	8	4	17	11	34	0	7	24	0	5	4	0	15	29	9	0	3	5	9	10	0	3	35	19	5	3	0	14	12	7	13	0	3	20	13	18	23	8	10	17	14	22	4	3	5	6	15	10	16	0	2	13	8	18	3	18	1	7	0	13	1	6	0	11	5	13	3	0	2	10	15	2	6	7	3	8	14	1	4	7	6	15	3	6	5	9	3	3	7	1	12	0	1	0	0	2	11	12	6	15	16	8	10	1	2	0	16	5	1	1	1	1	8	0	12	6	3	7	2	4	10	12	10	0	0	0	11	4	3	4	4	6	7	4	2	8	0	12	4	3	4	2	3	9	0	6	0	13	8	2	2	4	0	2	13	0	2	4	7	5	5	1	7	1	14	6	19	4	5	3	2	2	4	8	2	1	0	7	0	3	2	1	3	5	9	10	5	0	4	3	6	3	6	12	2	3	0	5	1	1	2	2	0	2	3	11	19	0	6	4	1	5	6	5	5	2	7	5	13	2	1	3	5	0	2	1	0	1	0	3	2	1	6	8	0	0	7	0	3	0	3	0	4	5	0	0	3	0	2	6	4	1	2	1	3	0	11	5	0	5	3	3	1	1	0	0	1	0	6	5	4	3	0	3	0	6	3	1	4	0	3	0	1	0	0	0	3	0	1	7	2	0	3	1	1	0	2	1	5	5	0	2	0	5	0	12	2	3	1	0	5	0	4	0	3	3	0	3	0	3	5	5	0	1	2	2	1	0	0	0	0	3	6	2	3	0	2	6	1	1	3	3	0	1	1	1	7	1	0	1	3	0	7	5	0	1	0	0	1	6	4	1	5	1	6	0	3	5	3	2	0	3	0	0	2	2	0	2	6	4	0	1	0	3	0	0	0	0	7	7	7	1	0	0	1	0	1	3	6	0	0	1	3	2	2	5	2	0	0	5	1	0	3	2	1	1	1	2	1	0	2	4	1	2	1	8	1	4	0	0	0	1	0	0	0	0	2
3	7	48	5	1	0	0	2	9	4	25	17	0	23	0	19	0	2	0	21	0	13	23	6	22	0	0	7	16	25	0	1	1	0	38	16	16	8	7	8	18	1	0	8	8	18	20	0	20	11	23	5	19	15	1	0	16	0	3	0	18	7	0	17	14	8	8	12	0	7	7	0	8	7	5	23	15	8	0	8	14	0	3	0	1	11	7	6	3	0	8	11	2	17	0	2	20	8	13	11	5	9	7	7	4	4	1	5	7	8	10	5	6	0	5	4	5	10	5	4	6	11	13	0	4	4	4	8	7	1	0	0	4	1	0	5	10	2	13	3	0	5	6	1	9	4	3	3	11	0	5	0	6	10	10	0	0	10	1	8	2	4	11	6	10	5	1	2	4	8	0	1	4	2	0	2	0	7	2	9	7	0	0	6	2	3	0	0	0	5	3	2	2	12	6	5	3	2	5	1	12	3	1	8	5	7	0	0	5	9	4	6	7	4	4	0	4	9	0	1	11	5	3	1	3	2	1	6	1	2	4	2	0	1	2	3	7	2	3	0	6	2	1	2	4	7	6	6	9	3	0	0	4	3	4	7	3	0	0	0	1	0	1	2	5	0	1	7	5	2	6	1	5	1	3	2	1	2	2	5	7	9	3	3	3	3	1	5	1	0	0	2	3	2	2	2	2	2	1	4	4	1	6	5	0	2	3	0	1	2	1	0	1	5	1	3	6	4	0	7	6	1	4	1	2	1	1	2	0	1	0	15	5	2	5	0	2	0	2	2	0	3	9	8	12	2	0	3	4	6	0	2	1	3	2	1	0	2	0	1	1	2	5	0	1	1	3	6	2	1	2	0	0	10	2	1	1	2	3	1	9	1	4	3	3	0	3	8	2	6	0	0	3	1	3	6	2	2	0	3	2	2	1	0	3	4	2	0	0	3	4	0	2	3	0	4	1	0	0	0	1	0	4	3	0	4	1	4	0	5	2	2	2	4	3	2	4	7	5	0	2	5	3	1	4	1	0	0	2	0	3	2	5	4	1	5	4	0	0	0	0	0	3	1	0	2	2	0	2	2	0	0	3	1	1	0	1	1	3	0	2	6	0	4	1	7	0	0	2	0	1	2	3	0	3	0	0	0	1	1
342	94	72	34	52	0	13	49	1	16	56	23	27	32	36	39	31	21	52	0	0	28	24	19	28	6	3	14	22	7	0	20	11	9	24	13	31	34	19	19	9	4	2	6	8	13	16	8	7	4	10	5	9	17	1	0	12	0	5	1	7	3	1	19	9	17	9	11	2	21	2	2	14	2	0	14	5	11	3	5	6	1	11	5	7	10	10	9	13	0	13	3	2	12	0	6	11	9	2	8	4	6	11	8	8	1	7	12	6	11	12	6	8	2	7	2	7	5	6	2	4	7	4	7	2	11	4	4	3	9	3	3	6	5	3	7	6	7	5	8	0	7	3	4	0	0	1	12	5	0	9	1	1	2	5	4	0	9	1	8	1	6	3	3	4	2	0	2	4	3	6	0	1	5	0	3	0	2	7	6	0	1	2	5	6	0	0	4	0	1	7	2	5	5	1	3	0	4	3	2	4	4	2	9	0	11	1	1	5	4	7	3	3	3	10	1	5	3	2	8	5	7	5	2	3	8	1	1	5	3	4	0	1	3	3	4	3	4	3	3	12	0	1	4	4	1	4	1	4	4	0	3	4	0	4	1	2	1	1	3	5	3	1	5	3	5	0	6	3	3	4	3	1	5	3	3	3	7	5	4	3	3	5	5	3	1	1	3	4	0	1	3	5	0	5	0	6	2	2	3	2	2	4	0	3	3	6	1	1	4	2	2	1	8	0	4	4	2	0	2	7	2	5	4	0	1	2	4	0	0	1	5	3	0	2	2	3	0	1	3	1	2	0	4	4	6	2	3	3	2	0	1	3	1	1	8	0	0	3	1	8	2	2	2	5	0	4	3	0	7	6	1	0	4	0	5	4	3	2	1	3	0	1	0	1	9	2	2	0	0	0	0	1	1	2	3	3	2	2	3	4	1	4	0	3	3	0	0	1	4	2	1	3	2	1	3	1	0	0	2	1	4	1	0	0	4	2	5	1	4	2	1	4	3	1	8	1	2	4	0	1	1	0	1	3	1	4	0	2	1	1	3	1	2	1	0	1	0	0	1	3	0	1	3	9	1	1	0	4	5	8	1	2	0	0	2	5	1	1	0	0	4	2	0	2	1	2	3	2	1	1	0	4	0	0	0	1	1	0	0
2	2	292	6	0	0	3	0	33	1	21	11	1	8	2	31	0	2	1	28	0	14	8	6	16	0	0	12	11	46	0	1	7	6	42	25	13	13	18	6	2	0	1	2	9	8	19	0	23	11	14	4	13	13	4	0	13	0	4	0	24	10	0	25	5	14	5	14	1	21	13	1	1	8	1	18	10	17	0	5	39	0	6	0	0	14	16	4	2	0	8	11	1	19	0	0	15	2	10	13	1	12	7	10	13	2	2	8	4	12	7	12	9	0	4	7	4	12	10	4	6	18	5	1	5	14	4	10	9	5	0	0	6	4	2	7	5	3	7	4	0	4	6	10	4	0	5	8	17	0	3	1	8	10	5	1	0	12	0	15	13	4	10	13	8	4	0	0	8	8	0	1	2	9	0	2	0	6	1	1	14	0	0	5	3	2	0	4	0	15	10	2	0	13	3	2	7	2	11	0	9	0	1	10	4	5	2	1	7	7	5	8	6	4	9	0	9	4	0	7	15	3	5	2	3	8	1	7	6	5	10	0	0	4	6	5	1	2	5	0	4	0	2	8	3	2	15	4	6	4	0	0	2	7	6	3	3	1	1	0	7	0	0	10	3	0	0	9	8	2	0	0	1	3	4	5	10	3	5	1	15	9	0	1	1	5	0	4	6	17	0	2	0	0	1	0	0	0	0	4	1	1	8	3	2	5	2	0	2	2	1	0	2	4	0	5	7	2	2	10	0	0	10	0	1	11	5	6	0	4	0	7	2	1	2	0	3	0	3	5	4	6	0	6	8	6	0	2	0	1	0	3	3	5	1	1	0	2	2	6	3	9	5	0	4	0	4	3	0	5	6	0	0	1	15	1	1	2	6	0	8	0	2	2	1	0	0	12	2	1	0	0	0	2	8	1	3	4	0	10	3	2	2	4	0	0	2	1	2	0	7	1	0	1	0	1	2	0	0	0	1	2	10	2	0	3	2	10	0	5	3	2	3	3	3	2	1	5	1	0	0	0	1	2	3	0	1	0	0	0	1	1	2	4	4	7	11	12	1	1	5	0	6	1	1	0	2	1	1	3	0	0	2	0	0	0	2	2	4	0	0	0	0	3	1	2	0	0	2	1	4	2	6	0	3	0	0	2	0	0
4	2	108	5	1	0	4	6	14	3	34	16	0	12	3	32	0	2	0	63	0	18	16	10	22	0	0	15	21	40	1	1	5	10	36	14	9	13	21	7	19	1	0	8	18	12	34	5	15	19	32	6	24	24	4	0	18	0	12	1	8	16	0	20	14	7	10	17	0	14	12	0	5	7	3	13	15	28	4	2	26	0	27	0	1	7	15	3	4	0	10	14	1	19	0	3	21	7	10	12	2	9	9	11	8	8	5	10	4	8	13	8	9	2	11	3	8	12	7	3	6	19	3	2	5	7	8	15	14	11	0	1	3	12	4	9	4	5	9	7	0	4	10	2	7	2	6	8	11	0	4	0	2	2	0	0	0	13	3	12	5	12	5	7	9	3	0	2	4	6	4	0	5	7	2	3	0	7	7	2	4	1	2	2	7	2	0	3	0	7	11	3	2	14	9	5	1	2	5	0	9	2	2	5	2	8	2	1	16	9	6	5	4	12	16	0	4	7	2	6	6	6	8	3	1	5	2	5	7	6	7	2	2	1	1	14	2	2	5	0	15	0	4	8	8	4	13	4	8	6	0	2	5	2	7	4	5	1	1	0	8	1	2	5	8	0	2	3	4	5	9	2	3	0	5	6	6	1	1	4	10	5	2	4	2	4	0	6	5	12	0	0	2	0	4	13	2	2	0	1	1	4	3	0	0	5	4	1	1	2	0	0	2	4	3	8	7	0	0	8	4	3	2	0	1	11	1	2	0	1	0	5	2	0	4	0	8	0	1	3	1	2	6	3	5	6	0	2	5	2	1	3	1	8	0	0	0	4	2	2	0	3	4	0	1	1	7	3	2	4	6	0	0	3	5	1	1	1	4	1	11	0	4	0	2	0	2	5	2	0	0	0	3	3	0	1	9	6	0	3	6	5	2	0	2	1	4	0	2	4	5	0	5	3	0	3	1	0	0	0	0	2	6	4	0	3	7	3	0	3	1	4	3	5	4	5	6	3	5	0	4	5	6	0	1	1	6	1	1	0	3	3	3	4	1	2	1	0	3	1	3	2	3	0	0	3	1	1	2	3	0	0	1	1	0	0	4	0	4	1	0	0	0	3	2	3	2	0	2	2	3	5	1	0	2	0	0	2	1	0
371	68	133	30	53	0	11	90	21	62	32	94	5	15	2	38	0	22	43	0	0	21	24	16	31	5	1	15	33	18	0	1	14	50	18	24	19	15	23	11	5	11	0	17	12	13	13	10	6	5	13	8	7	6	1	0	6	0	0	0	13	14	1	16	7	8	14	6	0	28	18	1	9	12	22	7	2	16	8	3	1	0	17	0	0	3	9	5	10	0	3	4	10	8	0	7	8	10	7	2	8	4	8	4	9	5	5	11	4	6	10	10	7	0	4	9	4	2	7	1	8	10	4	4	7	5	2	5	7	10	0	1	10	0	3	9	8	9	5	3	1	9	2	5	3	1	2	6	7	1	12	0	1	4	1	2	1	12	4	8	6	5	3	3	3	1	9	1	1	5	3	6	4	5	0	3	0	1	9	1	3	2	4	1	4	0	0	4	0	7	6	9	3	8	5	1	3	10	7	0	1	4	2	9	5	9	12	6	3	1	3	2	3	6	5	0	3	4	1	1	7	1	4	4	3	5	9	3	6	1	0	2	0	2	5	3	6	4	3	1	2	11	1	9	6	0	0	1	3	5	0	1	3	3	5	3	3	0	1	0	1	1	1	1	5	7	1	0	3	2	3	0	3	1	1	0	1	5	4	1	3	0	2	7	2	1	0	1	1	0	0	1	1	1	1	9	7	5	3	3	4	2	1	2	1	0	1	1	5	9	1	0	5	1	2	1	1	5	0	0	3	2	1	4	2	1	3	4	1	1	1	5	3	1	7	0	1	1	0	4	3	6	4	5	0	7	2	3	6	4	0	4	0	1	4	2	1	1	1	5	1	5	2	0	1	0	1	2	0	6	5	0	1	2	1	1	2	6	5	0	0	1	5	6	3	0	1	3	3	0	1	0	1	5	2	0	6	4	5	3	1	1	1	0	1	6	1	0	3	1	4	1	3	3	0	5	1	0	0	0	3	2	4	4	0	1	6	0	11	5	3	6	3	1	2	4	4	1	2	0	1	1	2	1	3	0	0	0	0	0	2	2	1	1	1	3	0	1	0	1	5	4	2	0	3	3	9	1	3	6	1	0	1	0	3	3	2	2	4	0	2	1	0	3	2	0	3	3	0	0	1	3	5	0	8	0	0	1	3	5
26	2	3	148	70	0	96	1	0	0	68	54	20	58	50	40	30	51	0	0	0	34	24	15	75	63	40	43	34	0	0	24	37	0	18	1	22	33	17	25	0	24	14	35	31	6	3	21	7	1	2	31	1	2	34	1	0	0	10	29	6	0	20	4	22	12	12	1	3	4	24	5	25	23	2	3	0	4	0	0	6	6	4	16	14	3	3	12	20	20	1	2	14	2	0	9	1	9	3	0	9	1	2	0	0	8	11	12	8	0	3	7	13	0	1	12	2	2	2	5	7	2	2	22	8	13	10	0	2	3	6	11	8	10	14	10	7	8	0	9	4	0	1	8	1	0	13	2	0	7	2	0	1	0	6	16	11	2	13	5	1	1	3	2	1	0	0	0	0	1	3	13	0	9	12	4	11	2	8	12	2	8	8	0	0	1	0	0	0	5	1	3	11	5	7	0	7	0	1	5	1	7	11	0	0	2	10	6	0	0	2	8	0	7	1	0	4	4	4	4	6	2	4	6	4	1	7	1	4	0	1	7	0	5	1	2	5	8	4	5	1	0	3	0	4	1	0	1	0	0	0	7	3	6	2	8	0	5	3	4	3	9	8	0	0	5	2	0	0	0	0	1	7	3	2	0	1	7	6	3	0	0	6	3	4	3	7	1	0	0	2	2	4	0	5	4	1	2	5	5	10	7	0	6	3	0	0	4	2	7	1	3	2	1	1	3	1	1	0	2	4	0	7	7	5	3	3	2	3	3	0	0	5	4	4	6	1	1	0	1	6	0	3	1	0	0	0	1	0	3	3	3	5	1	4	5	3	5	2	3	2	4	2	1	2	1	0	0	0	0	0	5	4	2	0	4	1	2	1	2	1	3	2	2	1	0	1	1	4	1	0	4	4	2	3	0	1	5	1	0	1	4	4	1	0	6	1	2	5	0	1	2	0	0	3	2	4	3	0	3	4	5	1	4	6	1	1	0	0	2	2	3	1	4	2	5	2	1	5	0	4	0	2	2	0	4	0	2	2	3	0	4	0	2	3	1	0	0	3	4	5	3	1	5	6	2	1	1	0	3	1	3	0	2	2	6	3	2	5	4	0	1	1	0	1	0	3	2	0	4	0	0	1	2	0	1	1	6	2	4
175	31	68	33	3	0	10	71	0	21	35	46	2	22	0	24	1	31	23	1	0	10	16	16	36	3	2	16	19	27	0	1	10	5	44	27	9	9	6	10	6	7	0	20	13	17	12	3	18	13	23	27	18	5	4	0	23	0	0	0	15	5	0	22	10	16	5	10	0	13	13	0	16	4	18	10	8	15	1	5	13	2	10	0	1	17	3	7	8	1	5	12	2	16	0	4	9	5	13	15	7	17	15	12	7	3	6	8	2	5	7	9	13	0	5	8	11	3	11	5	11	10	7	7	22	8	5	10	16	3	0	1	7	1	2	11	6	9	8	7	0	6	9	5	4	0	4	10	8	0	18	0	16	8	8	7	1	4	0	8	2	5	4	11	4	5	1	0	1	10	0	3	4	1	2	5	0	3	4	8	8	1	0	5	5	9	0	14	0	0	6	0	10	5	3	2	5	9	9	5	6	4	10	13	7	4	3	1	1	1	7	7	3	8	9	0	5	2	1	3	11	3	6	2	7	7	2	3	5	5	6	1	0	0	3	4	7	2	2	3	3	9	0	4	3	1	5	8	4	4	0	2	3	3	9	2	13	1	2	0	1	2	0	2	9	3	4	3	4	6	2	1	9	1	10	3	0	2	1	2	1	3	2	2	1	1	0	0	2	0	0	1	4	0	0	14	1	3	0	3	6	1	6	5	0	0	2	2	3	5	0	0	2	4	0	2	6	5	1	4	4	2	3	1	0	1	4	5	0	5	1	2	2	1	4	0	7	1	4	5	4	2	5	3	1	4	4	2	3	7	8	3	2	0	0	0	6	1	1	0	1	3	6	0	5	0	2	3	0	5	4	0	0	1	1	6	8	2	1	1	5	2	1	1	4	0	1	4	3	9	0	0	1	7	3	3	2	4	4	4	6	2	3	0	3	2	2	0	3	3	4	0	2	3	0	5	3	1	1	0	0	1	2	2	0	1	5	3	3	4	5	5	4	6	2	0	1	4	3	0	4	2	2	0	1	0	2	1	0	0	4	5	4	2	8	2	2	1	5	1	2	1	3	2	4	4	4	1	2	3	1	1	5	4	0	0	3	3	4	2	0	2	2	1	2	3	4	0	1	1	2	2	3	0	5	0	0	2	7	1
5	3	2	45	128	0	19	3	1	0	152	51	16	68	24	200	18	46	1	1	0	106	55	38	27	21	46	26	91	2	0	24	8	0	26	0	72	13	59	58	2	25	22	17	13	3	4	8	2	3	5	22	3	2	7	0	5	0	24	14	10	2	13	9	12	19	25	4	4	13	13	9	12	9	0	4	2	12	0	11	3	0	1	6	4	3	3	4	22	14	1	4	17	2	29	9	0	5	7	2	7	3	3	5	1	11	9	3	16	0	2	13	2	0	7	7	4	1	2	12	4	4	1	8	10	15	9	3	4	8	3	3	8	4	8	4	4	9	3	7	3	0	4	3	1	0	11	0	3	7	4	3	0	1	2	11	4	1	6	4	1	0	0	1	1	1	0	0	4	3	5	2	0	6	6	3	12	0	2	13	0	9	6	0	5	1	0	1	0	5	3	4	9	2	6	0	2	3	1	0	1	8	3	5	1	4	3	5	2	0	3	0	0	6	3	6	1	1	2	6	1	1	5	4	7	0	6	1	3	0	1	5	4	1	2	3	3	6	2	5	1	0	6	5	5	0	3	1	1	0	1	8	9	1	0	2	0	0	5	5	3	6	2	1	1	7	8	0	1	1	0	8	1	7	2	1	4	3	4	1	0	1	3	3	6	5	1	0	7	0	1	7	5	1	1	2	1	1	3	2	3	2	0	3	1	0	0	2	0	1	1	0	1	6	4	0	1	3	0	1	4	5	2	6	3	3	5	0	0	1	0	1	3	10	5	6	1	2	7	1	0	0	2	3	0	0	0	1	0	5	0	3	5	0	1	0	0	1	7	0	5	0	1	4	3	0	2	1	0	5	0	1	2	0	7	4	5	2	8	3	0	4	1	0	4	0	1	3	4	0	5	4	2	4	1	1	0	2	4	1	1	0	0	4	0	2	3	1	2	0	0	5	0	0	3	2	2	4	1	5	3	4	2	1	3	3	0	2	0	0	2	2	3	3	1	0	0	1	2	3	1	0	2	3	1	1	2	1	2	1	2	5	1	2	3	2	1	0	3	3	0	3	3	5	1	3	0	2	3	6	1	6	0	1	4	3	3	1	4	3	0	1	0	0	2	1	5	2	3	6	0	0	0	1	2	3	10	5	1	0
