19:5795690-5802672:Malat1	6:115931927-115938829:Rho	MT:1094-2675:mt-Rnr2	6:3993797-3997436:Gngt1	12:100199435-100209806:Calm1	1:87803680-87845158:Sag	12:109541001-109571726:Meg3	MT:14145-15288:mt-Cytb	2:158375638-158386145:Snhg11	7:103826534-103828096:Hbb-bs	1:150319417-150333905:Pdc	13:99898484-99900683:Cartpt	1:164437267-164458355:Atp1b1	14:68083863-68089095:Nefl	11:120447605-120453500:Pde6g	7:64153835-64269775:Trpm1	16:96467606-96525793:Pcp4	2:136713453-136782428:Snap25	MT:2751-3707:mt-Nd1	9:107674477-107679592:Gnat1	14:52110704-52163546:Rpgrip1	12:85473890-85477273:Fos	7:19696109-19699166:Apoe	11:67695326-67703333:Rcvrn	10:108497650-109010982:Syt1	3:51388415-51396738:Mgarp	1:153899944-153909723:Glul	8:46206797-46211284:Slc25a4	17:46910459-46924933:Prph2	2:174284320-174346744:Gnas	1:4343507-4360314:Rp1	4:155491361-155559269:Gnb1	8:110142539-110168206:Calb2	MT:11742-13565:mt-Nd5	17:45567775-45573271:Hsp90ab1	17:28351515-28365182:Tulp1	1:79434669-79440090:Scg2	16:94370618-94469222:Ttc3	15:98949841-98953551:Tuba1a	14:68082590-68124846:Nefm	8:3623371-3625545:Pcp2	5:142903115-142906754:Actb	4:95049034-95052222:Jun	5:108388391-108432397:Pde6b	16:96120618-96127729:Hmgn1	9:31149557-31211815:Aplp2	6:136954523-136968865:Pde6h	17:87433412-87446935:Calm2	12:111669355-111672338:Ckb	4:134923592-134927671:D4Wsu53e	2:132781278-132795079:Chgb	X:160768013-160799663:Rs1	MT:3914-4951:mt-Nd2	2:163994960-164018588:Ywhab	10:98915152-99026143:Atp2b1	6:29376671-29388468:Opn1sw	3:14886426-14900769:Car2	2:148871722-148875692:Cst3	X:103460375-103483217:Xist	9:25252439-25308571:Sept7	19:8927382-8929356:Rom1	7:126795234-126800751:Aldoa	1:78657825-78706987:Acsl3	13:99421464-99516602:Map1b	12:110690605-110702728:Hsp90aa1	6:51460434-51469894:Hnrnpa2b1	MT:10167-11544:mt-Nd4	9:64922861-64951607:Slc24a1	11:32283511-32284465:Hba-a1	11:106780355-106789185:Ddx5	11:62551171-62553213:Ubb	11:78343482-78349164:Unc119	14:34370274-34374789:Sncg	14:65968483-65981548:Clu	4:21847583-21876475:Sfrs18	3:8509527-8561604:Stmn2	11:116021912-116027962:H3f3b	13:116298281-116309688:Isl1	14:64588115-64593959:A930011O12Rik	9:59942771-59960659:Nr2e3	6:11900373-11907446:Ndufa4	6:58905234-58907126:Nap1l5	6:52713729-52766780:Tax1bp1	2:79452521-79456751:Neurod1	11:55394500-55420080:Sparc	10:86690209-86705509:Hsp90b1	7:103812524-103813996:Hbb-bt	18:25477632-25753983:Celf4	16:91647506-91679221:Son	14:55518978-55524981:Nrl	17:25717171-25719406:Gng13	19:9982703-9985092:Fth1	8:64592558-64693040:Cpe	1:169655501-169695813:Rgs5	1:19208914-19238734:Tfap2b	7:4119408-4136706:Ttyh1	11:94287890-94321988:Luc7l3	9:62341293-62378812:Anp32a	12:72211752-72409054:Rtn1	8:93809966-93969388:Gnao1	9:59656368-59679375:Pkm	16:84954440-85173707:App	8:123373824-123404173:Tcf25	5:72603696-72642752:Cnga1	7:79374871-79387027:Rlbp1	6:124913681-124917946:Ptms	X:167207093-167209315:Tmsb4x	11:95837216-95845734:Gngt2	19:7425901-7483289:Rtn3	1:178323074-178337797:Hnrnpu	17:23803187-23824739:Srrm2	10:79704491-79711969:Bsg	MT:70-1024:mt-Rnr1	8:120668222-120674207:Cox4i1	10:37133375-37138920:Marcks	10:128083273-128090391:Atp5b	13:34074301-34078008:Tubb2a	1:22286251-22805994:Rims1	10:5639218-5647614:Vip	7:112116019-112159057:Dkk3	12:65062436-65073944:Fkbp3	10:57515774-57532530:Serinc1	11:32296489-32297298:Hba-a2	18:34859823-34864984:Egr1	14:73362231-73385271:Itm2b	5:104079111-104114088:Sparcl1	2:34771970-34776531:Hspa5	16:44085402-44139705:Atp6v1a	4:134243662-134245873:E130218I03Rik	19:8836929-8839246:Gng3	9:57600019-57606281:Cplx3	3:95929246-95947390:Anp32e	13:54758860-54766595:Sncb	6:72957347-72958748:Tmsb10	6:67266979-67289302:Serbp1	12:59066919-59074017:Pnn	1:86344719-86359455:Ncl	11:87979525-87987533:Dynll2	7:118118891-118129625:Arl6ip1	11:72027963-72037509:Aipl1	12:83631236-83683123:Rbm25	15:35925886-35938246:Cox6c	4:15881264-15908064:Calb1	11:21556787-21572367:Mdh1	7:46841475-46855627:Ldha	11:50293961-50325673:Canx	13:54371349-54383917:Cplx2	5:66676098-66687231:Uchl1	2:181306459-181314500:Stmn3	5:33018816-33027966:Ywhah	11:29692947-29744331:Rtn4	3:145646971-145649985:Cyr61	6:124810586-124814296:Tpi1	9:40800984-40805200:Hspa8	7:24978167-25005957:Atp1a3	11:75732869-75765845:Ywhae	4:131923413-132075321:Epb4.1	9:109931458-110083947:Map4	15:102470632-102500059:Pcbp2	3:80684936-80802791:Gria2	11:6467599-6476076:Purb	9:109077988-109082381:Tma7	19:7215158-7217616:Cox8a	18:35562158-35592045:Matr3	9:44043384-44048579:Thy1	9:72662346-72749852:Nedd4	X:74127464-74150760:Opn1mw	11:52360860-52389397:Vdac1	16:13986604-14101500:2900011O08Rik	3:126921606-127499259:Ank2	4:83455680-83486459:Psip1	7:59982495-60140219:Snrpn	2:156147239-156180238:Rbm39	2:105668900-105697364:Pax6	10:72654845-72674964:Zwint	18:33437019-33464029:Nrep	4:132530555-132533659:Atpif1	7:111067985-111083030:Eif4g2	MT:5328-6872:mt-Co1	6:120795245-120822685:Atp6v1e1	10:107271843-107425143:Lin7a	12:79208914-79222665:Rdh12	11:87568903-87590539:Sept4	11:103821782-103954056:Nsf	17:65967501-66077089:Ankrd12	12:111961376-111966977:2010107E04Rik	1:59120936-59163389:Mpp4	4:149176319-149307693:Kif1b	4:119277981-119294604:Ybx1	11:23007531-23030788:Fam161a	18:61220482-61289924:Pde6a	2:69193895-69206194:Spc25	11:74673949-74724670:Pafah1b1	3:32949408-33143247:Pex5l	17:47385393-47392967:Guca1b	8:84841850-84846934:Calr	X:10485158-10596605:Tspan7	11:78322968-78327781:Aldoc	X:105797615-105929397:Atrx	11:52231995-52246858:Skp1a	6:91684067-91759063:Slc6a6	7:126816885-126830219:Fam57b	X:136066564-136068236:Bex2	18:65955727-65970178:Cplx4	15:36595661-36608973:Pabpc1	11:93956979-93968521:Nme1	12:11325247-11436649:Vsnl1	12:73901375-73947530:Hif1a	8:95676980-95715119:Ndrg4	10:75859353-75860250:Mif	9:56135885-56161070:Tspan3	16:37868389-37888858:Lrrc58	3:105942698-105960099:Atp5f1	11:69599736-69605942:Atp1b2	16:42248442-42340651:Gap43	4:123349633-123684360:Macf1	10:112925438-112929026:Atxn7l3b	19:11775119-11819403:Stx3	5:129881156-129887470:Chchd2	X:106015700-106022450:Cox7b	3:90072649-90100902:Tpm3	9:83778692-83806277:Elovl4	7:13398132-13408887:Cabp5	12:102554969-102565027:Chga	3:96181151-96195521:Sv2a	3:82092428-82145877:Gucy1a3	10:20952547-21080428:Ahi1	11:88339382-88718513:Msi2	8:95239045-95306585:Cngb1	9:79755241-79759853:Cox7a2	10:80826656-80829290:Oaz1	7:51621830-51671125:Slc17a6	11:102939264-102946688:C1ql1	18:34220924-34322189:Apc	1:162670725-162740556:Prrc2c	11:30099395-30268175:Sptbn1	5:123728426-123749414:Rsrc2	1:161982453-162478034:Dnm3	11:53350833-53421830:Aff4	16:49855618-49915010:Cd47	15:36770770-36794547:Ywhaz	14:54642161-54686931:Acin1	3:108092789-108101432:Gnat2	2:32787602-32847239:Stxbp1	6:114282635-114317522:Slc6a1	8:70754679-70758677:Rab3a	X:36795651-36798807:Slc25a5	7:16915379-16924114:Calm3	16:16312235-16359030:Dnm1l	14:29018208-29033642:Lrtm1	6:124760053-124769673:Eno2	X:7919822-7924410:Pcsk1n	19:8888903-8890740:1810009A15Rik	1:120113280-120121078:Dbi	6:124834240-124840275:Gnb3	4:156246973-156255338:Samd11	X:100605497-100618493:Arr3	18:60774510-60778546:Rps14	5:115345642-115348981:Cox6a1	3:30792876-30821263:Sec62	5:88583574-88642671:Rufy3	8:54954728-55060877:Gpm6a	4:137319696-137357720:Cdc42	11:107933387-108343928:Prkca	1:135232045-135233404:Gm4204	15:81363669-81400077:St13	7:100607410-100641268:Rab6a	5:125385965-125390202:Ubc	1:24177610-24252684:Col9a1	6:125095981-125130591:Chd4	9:61913284-61914538:Rplp1	7:45376462-45395692:Snrnp70	2:148693985-148732467:Napb	15:98931425-98934565:Tuba1b	12:88722876-90334935:Nrxn3	18:61555274-61590061:Csnk1a1	13:56288647-56296551:Cxcl14	4:136143497-136145755:Id3	X:135742733-135803474:Gprasp1	10:130268153-130280240:Neurod4	11:42130939-42182930:Gabra1	18:77773729-77782869:Atp5a1	2:167103378-167190155:Kcnb1	1:190118038-190170680:Prox1	15:25363285-25413764:Basp1	10:25359798-25523519:Epb4.1l2	17:35833926-35838306:Tubb5	9:47530173-47857637:Cadm1	2:115863064-116065839:Meis2	9:75643264-75683996:Scg3	3:95219135-95228677:Mllt11	8:62951009-63357103:Spock3	1:163779583-163917109:Kifap3	14:30548359-30574722:Tkt	9:121719169-121756843:Nktr	6:49822710-49829507:Npy	14:47663756-47736563:Ktn1	X:94535474-94542143:Maged1	3:88744700-88775164:Syt11	19:6418731-6544169:Nrxn2	14:37120444-37135322:Ghitm	2:73908447-73911326:Atp5g3	3:19957054-20009145:Cp	18:64499665-64516557:Nars	14:48657679-48667644:Otx2	9:58582240-58657955:Nptn	19:47014698-47025327:Ina	1:75546266-75562172:Slc4a3	4:155704800-155733879:Ssu72	2:13573927-13582826:Vim	12:111758849-111807844:Klc1	9:57521232-57532424:Cox5a	3:95897768-95904691:Car14	7:15865947-15879968:Crx	9:64173387-64178562:Rpl4	10:94293665-94298703:Gm4792	17:47394560-47400584:Guca1a	4:8535644-8607778:Rab2a	11:53427922-53430831:Uqcrq	1:83254139-83408200:Sphkap	2:59899363-60209839:Baz2b	11:109225355-109298129:Rgs9	5:43993625-44102032:Prom1	19:53892231-53929861:Pdcd4	11:116653534-116668389:Gm11744	13:97067287-97129521:Fam169a	15:12117831-12185683:Zfr	10:78400362-78413043:Rrp1	X:82948870-85206141:Dmd	4:75941238-78211961:Ptprd	10:100488289-100573655:Cep290	14:33954022-33964216:Rbp3	16:38089001-38246084:Gsk3b	2:10056016-10080510:Atp5c1	10:78269178-78352489:Agpat3	7:30616974-30626151:Cox6b1	16:45711230-45724608:Tagln3	6:36715663-36811361:Ptn	4:127021324-127037013:Sfpq	3:51404677-51408988:Ndufc1	5:120940502-121009518:Rph3a	1:172196728-172206804:Pea15a	1:66175273-66442583:Map2	2:157560078-157562522:Nnat	2:131909928-131938429:Prnp	8:119344538-119348927:Hsbp1	7:141426446-141429491:Cend1	11:97332109-97352077:Gpr179	9:21616169-21704230:Smarca4	4:138454314-138460123:Camk2n1	2:125673100-125675638:Eid1	8:71560556-71566649:Nxnl1	8:84946991-84956603:Rtbdn	19:18930605-19111196:Rorb	10:34297421-34301308:Tspyl4	8:123411424-123422015:Tubb3	13:23953456-23991214:Scgn	9:68653786-69388246:Rora	16:84827866-84835625:Atp5j	8:94179089-94180325:Mt1	3:33799955-33814860:Ttc14	14:103113411-103346814:Mycbp2	15:79527707-79546741:Ddx17	16:41532858-42181679:Lsamp	2:119594297-119607502:1700020I14Rik	7:100642892-100662414:Plekhb1	7:126546455-126566411:Eif3c	10:91116574-91124059:Slc25a3	9:103112074-103185270:Rab6b	2:155236533-155250277:Dynlrb1	7:97400003-97407802:Ndufc2	1:85894281-85908675:Itm2c	2:70553072-70602014:Gad1	4:135320484-135353321:Srrm1	15:34238026-34284295:Laptm4b	8:83571700-83594491:Tecr	11:90336536-90390895:Hlf	1:54985169-55027478:Sf3b1	5:4803391-5420312:Cdk14	15:90933276-91049948:Kif21a	8:84969587-84974834:Prdx2	8:8666577-8690537:Arglu1	18:36281097-36301521:Pura	X:36598206-36606079:Pgrmc1	4:95967240-96025413:Hook1	19:5490485-5494029:Cfl1	15:66929321-66969640:Ndrg1	11:69088490-69092384:Vamp2	2:113776362-113829121:Scg5	4:8143362-8239041:Car8	2:180036373-180042433:Psma7	3:102010145-102015492:Nhlh2	8:60910389-60983300:Clcn3	2:37483228-37703859:Strbp	11:98740638-98769006:Thra	X:41794991-41920674:Thoc2	14:76414961-76507765:Tsc22d1	2:6539694-7509563:Celf2	18:35598617-35617186:Paip2	X:136270253-136271978:Ngfrap1	10:128459236-128490173:Smarcc2	15:11981339-11996983:Sub1	4:138216296-138244683:Hp1bp3	3:158010473-158036639:Srsf11	7:99477896-99483738:Rps3	5:86804221-86836659:Ythdc1	14:52073380-52104028:Hnrnpc	3:126596302-126844913:Camk2d	7:34202122-34230289:Gpi1	X:37091678-37110322:Upf3b	13:64363214-64370306:Ctsl	17:33646233-33686860:Hnrnpm	19:57032733-57314919:Ablim1	15:8634124-8710764:Slc1a3	2:59484653-59505020:Dapl1	5:108433244-108434448:Atp5k	6:131364858-131388450:Ybx3	11:95414080-95493406:Spop	5:145183698-145192062:Atp5j2	2:135659011-136014593:Plcb4	7:16944682-16948828:Pnmal2	15:82350139-82354291:Ndufa6	2:181837854-181857461:Pcmtd2	10:20148471-20281589:Map7	11:101009452-101063719:Atp6v0a1	3:113605067-113630149:Rnpc3	17:64281005-64331916:Pja2	5:23434441-23504235:Kmt2e	5:77349240-77408045:Igfbp7	10:60277627-60302597:Psap	2:49619298-49774778:Kif5c	13:58391142-58403343:Hnrnpk	4:150236721-150248879:Eno1	11:62316426-62458541:Ncor1	1:134415378-134433351:Adipor1	X:7638471-7653256:Syp	1:171234853-171247122:Ndufs2	2:69861562-69871846:Ssb	7:127967457-127982368:Fus	19:46531109-46573085:Arl3	3:57841895-57847564:Pfn2	X:37187588-37191163:Ndufa1	14:63122462-63145919:Ctsb	6:133105239-133107747:2700089E24Rik	16:66655421-67620908:Cadm2	10:75935573-75937725:Chchd10	10:76761857-76961887:Pcbp3	5:38137193-38159467:Nsg1	13:25252040-25270502:Nrsn1	8:120114152-120165306:6430548M08Rik	3:40744495-40796103:Hspa4l	18:69344146-69687967:Tcf4	12:80945504-80950507:Srsf5	19:5273923-5295455:Sf3b2	11:29221532-29247409:Ccdc104	11:53259814-53300457:Hspa4	8:41239759-41334086:Pcm1	11:54866383-54870501:Hint1	1:52163448-52233232:Gls	2:155276297-155278073:Map1lc3a	10:77290726-77418270:Adarb1	X:166238911-166388988:Gpm6b	19:5797562-5798549:Gm20417	2:25466709-25470046:Ptgds	13:36725625-36734477:Nrn1	2:160645888-160722764:Top1	2:136052239-136069917:Lamp5	1:23844846-23922317:Smap1	1:37998010-38055579:Eif5b	11:41910195-42000857:Gabrg2	4:117884326-117887333:Atp6v0b	14:13284780-13615459:Synpr	2:102658659-102790784:Slc1a2	6:142490249-142507957:Ldhb	3:157534160-157548390:Zranb2	5:99958426-99978938:Hnrnpd	14:16365179-16430787:Top2b	17:33905135-33906675:BC033916	8:13405081-13421945:Grk1	8:69088646-69113711:Atp6v1b2	15:76904071-76906318:Rpl8	13:6579768-6648777:Pfkp	5:114942158-114949783:2210016L21Rik	5:65537233-65598988:Ube2k	17:39846958-39848788:Gm26924	12:3806007-3914443:Dnmt3a	16:91684398-91931687:Atp5o	16:30064384-30067796:Hes1	5:38220470-38234306:Lyar	4:155624854-155649938:Cdk11b	15:80255184-80257540:Atf4	15:8291225-8444463:Nipbl	3:65946151-65958249:Ccnl1	11:50376990-50386528:Hnrnph1	13:34875494-34902877:Prpf4b	9:118506318-118582522:Golga4	17:31520115-31531321:Ndufv3	15:76246807-76249904:Grina	16:42875881-43642602:Zbtb20	5:92052146-92083735:G3bp2
14.0	0.0	8.0	0.0	24.0	0.0	11.0	15.0	7.0	0.0	0.0	1.0	12.0	24.0	0.0	0.0	5.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	6.0	5.0	0.0	12.0	0.0	9.0	0.0	0.0	0.0	3.0	12.0	0.0	2.0	10.0	5.0	10.0	0.0	8.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	2.0	1.0	0.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0	5.0	0.0	4.0	1.0	9.0	5.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	8.0	1.0	0.0	6.0	1.0	1.0	2.0	0.0	5.0	3.0	4.0	0.0	0.0	3.0	0.0	1.0	3.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	4.0	3.0	3.0	1.0	2.0	7.0	6.0	0.0	0.0	2.0	8.0	0.0	4.0	0.0	0.0	1.0	1.0	2.0	0.0	5.0	2.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	2.0	1.0	2.0	3.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	3.0	0.0	1.0	1.0	4.0	5.0	6.0	2.0	1.0	1.0	7.0	7.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	0.0	0.0	5.0	2.0	1.0	3.0	0.0	0.0	2.0	3.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	5.0	0.0	0.0	5.0	0.0	2.0	2.0	2.0	4.0	0.0	0.0	1.0	1.0	3.0	0.0	4.0	1.0	5.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	4.0	2.0	0.0	0.0	0.0	1.0	4.0	1.0	2.0	3.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	1.0	0.0	0.0	1.0	6.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	6.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	4.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	5.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
128.0	4.0	74.0	0.0	89.0	4.0	157.0	79.0	86.0	0.0	2.0	0.0	93.0	106.0	1.0	0.0	22.0	63.0	56.0	0.0	1.0	0.0	0.0	0.0	53.0	8.0	0.0	51.0	1.0	34.0	1.0	9.0	47.0	34.0	47.0	1.0	9.0	60.0	57.0	56.0	0.0	41.0	8.0	1.0	2.0	27.0	1.0	42.0	14.0	27.0	12.0	1.0	29.0	52.0	11.0	0.0	2.0	7.0	0.0	15.0	1.0	38.0	11.0	60.0	24.0	12.0	25.0	0.0	0.0	7.0	37.0	1.0	45.0	0.0	14.0	41.0	7.0	10.0	10.0	1.0	30.0	31.0	26.0	1.0	0.0	19.0	0.0	21.0	21.0	0.0	0.0	14.0	29.0	0.0	0.0	4.0	13.0	8.0	52.0	23.0	20.0	43.0	34.0	0.0	0.0	17.0	31.0	0.0	50.0	14.0	6.0	7.0	11.0	25.0	10.0	25.0	39.0	2.0	0.0	2.0	18.0	38.0	0.0	0.0	20.0	46.0	9.0	25.0	14.0	15.0	0.0	6.0	11.0	16.0	17.0	5.0	18.0	13.0	20.0	0.0	11.0	15.0	0.0	14.0	10.0	12.0	18.0	28.0	21.0	29.0	23.0	0.0	19.0	21.0	27.0	22.0	0.0	12.0	8.0	16.0	9.0	0.0	14.0	18.0	42.0	17.0	0.0	16.0	20.0	27.0	8.0	22.0	4.0	7.0	17.0	7.0	16.0	14.0	14.0	26.0	7.0	1.0	2.0	16.0	5.0	14.0	0.0	16.0	9.0	1.0	0.0	0.0	11.0	4.0	0.0	8.0	18.0	22.0	10.0	31.0	2.0	3.0	21.0	2.0	11.0	7.0	13.0	11.0	12.0	4.0	18.0	17.0	20.0	3.0	29.0	7.0	16.0	1.0	6.0	8.0	6.0	8.0	0.0	21.0	14.0	3.0	7.0	2.0	1.0	15.0	5.0	42.0	0.0	17.0	14.0	13.0	6.0	11.0	5.0	26.0	20.0	8.0	1.0	9.0	3.0	13.0	15.0	20.0	14.0	0.0	17.0	8.0	2.0	2.0	2.0	0.0	0.0	1.0	9.0	16.0	20.0	16.0	18.0	1.0	4.0	9.0	15.0	13.0	0.0	7.0	10.0	7.0	15.0	23.0	13.0	10.0	0.0	0.0	14.0	0.0	0.0	16.0	2.0	0.0	10.0	0.0	16.0	8.0	0.0	13.0	11.0	23.0	19.0	5.0	5.0	0.0	2.0	10.0	20.0	12.0	18.0	10.0	0.0	10.0	0.0	17.0	11.0	4.0	7.0	0.0	22.0	15.0	0.0	0.0	7.0	0.0	1.0	18.0	6.0	14.0	5.0	1.0	0.0	17.0	0.0	5.0	9.0	16.0	0.0	6.0	2.0	0.0	8.0	10.0	5.0	8.0	21.0	6.0	6.0	7.0	19.0	8.0	8.0	0.0	3.0	15.0	19.0	0.0	13.0	18.0	7.0	0.0	0.0	7.0	12.0	33.0	0.0	11.0	14.0	0.0	4.0	12.0	7.0	15.0	4.0	0.0	7.0	13.0	19.0	12.0	11.0	9.0	0.0	5.0	2.0	16.0	10.0	6.0	18.0	22.0	11.0	4.0	10.0	8.0	3.0	13.0	0.0	10.0	18.0	0.0	11.0	0.0	8.0	12.0	12.0	5.0	10.0	3.0	9.0	8.0	11.0	9.0	5.0	8.0	5.0	2.0	4.0	14.0	13.0	4.0	10.0	2.0	5.0	0.0	0.0	6.0	0.0	10.0	8.0	15.0	8.0	11.0	3.0	1.0	14.0	1.0	13.0	11.0	0.0	15.0	8.0	8.0	12.0	10.0	4.0	21.0	6.0	4.0	5.0	3.0	5.0	8.0	8.0	12.0	8.0	12.0	4.0	15.0	11.0	2.0	6.0	2.0	4.0	5.0	5.0	8.0	9.0	6.0	5.0	12.0	5.0	3.0	3.0	0.0	16.0	10.0	0.0	7.0	6.0	10.0	5.0	5.0	2.0	21.0	6.0	4.0	5.0	0.0	0.0	14.0	6.0	11.0	12.0	7.0	18.0	4.0	3.0	3.0	3.0	11.0	2.0	7.0	0.0	1.0	4.0	3.0	2.0	10.0	1.0	14.0
